TATR Layout Regions (643 found)
==================================================

## Collection Inspection (643 elements)

### Table Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 95 | 148 | 287 | 509 | table |
| 116 | 159 | 273 | 500 | table |
| 106 | 172 | 259 | 587 | table |
| 132 | 187 | 242 | 576 | table |
| 92 | 192 | 260 | 606 | table |
| 120 | 208 | 243 | 596 | table |
| 97 | 512 | 283 | 626 | table |
| 101 | 515 | 277 | 621 | table |

### Table Column Header Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 111 | 153 | 277 | 183 | table column header |
| 100 | 514 | 279 | 530 | table column header |

### Table Column Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 248 | 156 | 275 | 500 | table column |
| 209 | 157 | 237 | 500 | table column |
| 199 | 159 | 226 | 501 | table column |
| 162 | 159 | 190 | 498 | table column |
| 123 | 161 | 202 | 498 | table column |
| 195 | 161 | 222 | 498 | table column |
| 186 | 203 | 210 | 597 | table column |
| 249 | 514 | 279 | 621 | table column |

### Table Row Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 118 | 169 | 272 | 187 | table row |
| 115 | 188 | 275 | 210 | table row |
| 118 | 209 | 274 | 233 | table row |
| 118 | 244 | 274 | 268 | table row |
| 118 | 328 | 273 | 350 | table row |
| 118 | 330 | 273 | 352 | table row |
| 119 | 357 | 274 | 383 | table row |
| 119 | 377 | 272 | 402 | table row |
| 118 | 397 | 274 | 424 | table row |
| 118 | 417 | 273 | 444 | table row |
| 118 | 441 | 273 | 466 | table row |
| 118 | 461 | 274 | 484 | table row |
| 101 | 514 | 277 | 521 | table row |
| 101 | 520 | 277 | 528 | table row |
| 101 | 526 | 277 | 536 | table row |
| 101 | 532 | 277 | 542 | table row |
| 101 | 540 | 277 | 549 | table row |
| 101 | 546 | 277 | 556 | table row |
| 101 | 553 | 278 | 562 | table row |
| 101 | 557 | 277 | 567 | table row |
| 101 | 567 | 277 | 576 | table row |
| 101 | 574 | 277 | 584 | table row |
| 101 | 581 | 277 | 591 | table row |
| 101 | 589 | 277 | 598 | table row |
| 101 | 592 | 277 | 600 | table row |
| 101 | 598 | 277 | 607 | table row |
| 101 | 604 | 277 | 614 | table row |
| 101 | 607 | 278 | 616 | table row |
| 101 | 614 | 278 | 621 | table row |

### Table-Cell Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 123 | 169 | 202 | 187 | table-cell |
| 123 | 169 | 202 | 187 | table-cell |
| 123 | 169 | 202 | 187 | table-cell |
| 123 | 169 | 202 | 187 | table-cell |
| 162 | 169 | 190 | 187 | table-cell |
| 162 | 169 | 190 | 187 | table-cell |
| 162 | 169 | 190 | 187 | table-cell |
| 162 | 169 | 190 | 187 | table-cell |
| 195 | 169 | 222 | 187 | table-cell |
| 195 | 169 | 222 | 187 | table-cell |
| 195 | 169 | 222 | 187 | table-cell |
| 195 | 169 | 222 | 187 | table-cell |
| 199 | 169 | 226 | 187 | table-cell |
| 199 | 169 | 226 | 187 | table-cell |
