cycle_count,throughput,energy_efficiency,power_efficiency,layer,arch,subarch,arch_dim,model,cycle_count_baseline
13631488000.0,1.9846153846153844,1.3010585331946947,1.0243314517642341,projection,carat,,256x8,llama_2_13b,17314086912.0
32866222080.000023,1.3091931934027774,0.9473346094386638,0.9045023055157425,attention,carat,,256x8,llama_2_13b,34422587392.00008
27603763200.0,1.9846153846153844,1.3023030256596417,1.03008013792711,ffn,carat,,256x8,llama_2_13b,34898706432.0
34896609280.0,1.9846153846153844,0.49755258998075147,1.0028191736046155,projection,carat,,256x8,llama_2_70b,17314086912.0
52585955328.000046,1.3091931934027774,0.5825959202919545,0.8900075607293766,attention,carat,,256x8,llama_2_70b,34422587392.00008
91603599360.0,1.9846153846153844,0.38966065157973206,1.0227977441862088,ffn,carat,,256x8,llama_2_70b,34898706432.0
19629342720.0,1.9846153846153851,0.8865860338255795,1.0051411429999302,projection,carat,,256x8,llama_2_70b_GQA,17314086912.0
6578749440.000006,10.464781401372251,23.016511758087276,4.398851896718858,attention,carat,,256x8,llama_2_70b_GQA,34422587392.00008
91603599360.0,1.9846153846153844,0.38966065157973206,1.0227977441862088,ffn,carat,,256x8,llama_2_70b_GQA,34898706432.0
17314086912.0,1.0,1.0,1.0,projection,systolic,mac,16x16,llama_2_7b,17314086912.0
34422587392.00008,1.0,1.0,1.0,attention,systolic,mac,16x16,llama_2_7b,34422587392.00008
34898706432.0,1.0,1.0,1.0,ffn,systolic,mac,16x16,llama_2_7b,34898706432.0
27053260800.0,1.0000000000000002,0.6346638092378538,0.9916622019341462,projection,systolic,mac,16x16,llama_2_13b,17314086912.0
43028234240.0001,1.0,0.8135314657957077,1.0169143322446343,attention,systolic,mac,16x16,llama_2_13b,34422587392.00008
54782853120.0,1.0000000000000002,0.6353007596145706,0.9972744482321745,ffn,systolic,mac,16x16,llama_2_13b,34898706432.0
69256347648.0,1.0,0.25001850837489314,1.0000740334995724,projection,systolic,mac,16x16,llama_2_70b,17314086912.0
68845174784.00015,1.0,0.4999999988143665,0.999999997628733,attention,systolic,mac,16x16,llama_2_70b,34422587392.00008
181797912576.0,1.0,0.19198740751409374,1.0001204484455117,ffn,systolic,mac,16x16,llama_2_70b,34898706432.0
38956695552.0,1.0000000000000002,0.4440335629057669,0.9990755165379753,projection,systolic,mac,16x16,llama_2_70b_GQA,17314086912.0
8607481856.00002,7.998294499570769,20.767799611881372,5.19305699808775,attention,systolic,mac,16x16,llama_2_70b_GQA,34422587392.00008
181797912576.0,1.0,0.19198740751409374,1.0001204484455117,ffn,systolic,mac,16x16,llama_2_70b_GQA,34898706432.0
17314086912.0,1.0,0.8779385140629151,0.877938514062915,projection,systolic,figna,16x16,llama_2_7b,17314086912.0
34422587392.00008,1.0,0.854874436529968,0.854874436529968,attention,systolic,figna,16x16,llama_2_7b,34422587392.00008
34898706432.0,1.0,0.8785304853628475,0.8785304853628477,ffn,systolic,figna,16x16,llama_2_7b,34898706432.0
27053260800.0,1.0000000000000002,0.5577634537292708,0.8715053964519855,projection,systolic,figna,16x16,llama_2_13b,17314086912.0
43028234240.0001,1.0,0.6937642688847726,0.8672053361059655,attention,systolic,figna,16x16,llama_2_13b,34422587392.00008
54782853120.0,1.0000000000000002,0.5583159273591686,0.8764261650405554,ffn,systolic,figna,16x16,llama_2_13b,34898706432.0
69256347648.0,1.0,0.21949889419861965,0.8779955767944786,projection,systolic,figna,16x16,llama_2_70b,17314086912.0
68845174784.00015,1.0,0.4274372173985656,0.8548744347971312,attention,systolic,figna,16x16,llama_2_70b,34422587392.00008
181797912576.0,1.0,0.16866432227396372,0.8786234462643693,ffn,systolic,figna,16x16,llama_2_70b,34898706432.0
38956695552.0,1.0000000000000002,0.38987816287073185,0.8772258664591466,projection,systolic,figna,16x16,llama_2_70b_GQA,17314086912.0
8607481856.00002,7.998294499570769,18.25672501527835,4.565154487936922,attention,systolic,figna,16x16,llama_2_70b_GQA,34422587392.00008
181797912576.0,1.0,0.16866432227396372,0.8786234462643693,ffn,systolic,figna,16x16,llama_2_70b_GQA,34898706432.0
17314086912.0,1.0,1.0489349164532804,1.0489349164532806,projection,simd,mac,16x16,llama_2_7b,17314086912.0
34422587392.00008,1.0,1.0274768933775134,1.0274768933775131,attention,simd,mac,16x16,llama_2_7b,34422587392.00008
34898706432.0,1.0,1.0488927804892836,1.0488927804892836,ffn,simd,mac,16x16,llama_2_7b,34898706432.0
27053260800.0,1.0000000000000002,0.6656783995031098,1.0401224992236089,projection,simd,mac,16x16,llama_2_13b,17314086912.0
43028234240.0001,1.0,0.8364939622587838,1.0456174528234794,attention,simd,mac,16x16,llama_2_13b,34422587392.00008
54782853120.0,1.0000000000000002,0.666349988992199,1.0460145176040334,ffn,simd,mac,16x16,llama_2_13b,34898706432.0
69256347648.0,1.0,0.26225409329418387,1.0490163731767355,projection,simd,mac,16x16,llama_2_70b,17314086912.0
68845174784.00015,1.0,0.513738445437073,1.027476890874146,attention,simd,mac,16x16,llama_2_70b,34422587392.00008
181797912576.0,1.0,0.20137539159803114,1.049025295766488,ffn,simd,mac,16x16,llama_2_70b,34898706432.0
38956695552.0,1.0000000000000002,0.4657590322947499,1.0479578226631874,projection,simd,mac,16x16,llama_2_70b_GQA,17314086912.0
8607481856.00002,7.998294499570769,21.771598194818193,5.444060154570845,attention,simd,mac,16x16,llama_2_70b_GQA,34422587392.00008
181797912576.0,1.0,0.20137539159803114,1.049025295766488,ffn,simd,mac,16x16,llama_2_70b_GQA,34898706432.0
17314086912.0,1.0,0.9154324212339076,0.9154324212339074,projection,simd,figna,16x16,llama_2_7b,17314086912.0
34422587392.00008,1.0,0.8748750787300836,0.8748750787300835,attention,simd,figna,16x16,llama_2_7b,34422587392.00008
34898706432.0,1.0,0.9160439149260583,0.9160439149260585,ffn,simd,figna,16x16,llama_2_7b,34898706432.0
27053260800.0,1.0000000000000002,0.5815764884225695,0.9087132631602648,projection,simd,figna,16x16,llama_2_13b,17314086912.0
43028234240.0001,1.0,0.7103943106413522,0.8879928883016901,attention,simd,figna,16x16,llama_2_13b,34422587392.00008
54782853120.0,1.0000000000000002,0.5821549054750599,0.9138478167341058,ffn,simd,figna,16x16,llama_2_13b,34898706432.0
69256347648.0,1.0,0.22887361553524888,0.9154944621409954,projection,simd,figna,16x16,llama_2_70b,17314086912.0
68845174784.00015,1.0,0.4374375384576077,0.8748750769152154,attention,simd,figna,16x16,llama_2_70b,34422587392.00008
181797912576.0,1.0,0.17586711759465953,0.9161449846791568,ffn,simd,figna,16x16,llama_2_70b,34898706432.0
38956695552.0,1.0,0.4065280587357124,0.9146881321553529,projection,simd,figna,16x16,llama_2_70b_GQA,17314086912.0
8607481856.00002,7.998294499570769,19.027949200772735,4.758001646924573,attention,simd,figna,16x16,llama_2_70b_GQA,34422587392.00008
181797912576.0,1.0,0.17586711759465953,0.9161449846791568,ffn,simd,figna,16x16,llama_2_70b_GQA,34898706432.0
