arch,subarch,arch_dim,max_seq_len,batch_size,throughput
mugi,none,128x8,max_seq_len_512,batch_size_1,12.98359275216491
mugi,none,128x8,max_seq_len_512,batch_size_2,25.886931677165872
mugi,none,128x8,max_seq_len_512,batch_size_4,51.45532125689279
mugi,none,128x8,max_seq_len_512,batch_size_8,101.65986396636447
mugi,none,128x8,max_seq_len_512,batch_size_16,101.65986433380283
mugi,none,128x8,max_seq_len_512,batch_size_32,101.65986433380283
mugi,none,128x8,max_seq_len_2048,batch_size_1,12.979713176274437
mugi,none,128x8,max_seq_len_2048,batch_size_2,25.51319792814336
mugi,none,128x8,max_seq_len_2048,batch_size_4,49.326513008716965
mugi,none,128x8,max_seq_len_2048,batch_size_8,92.51194618083248
mugi,none,128x8,max_seq_len_2048,batch_size_16,92.51194763873
mugi,none,128x8,max_seq_len_2048,batch_size_32,92.51194763873
mugi,none,128x8,max_seq_len_4096,batch_size_1,12.976167043535714
mugi,none,128x8,max_seq_len_4096,batch_size_2,24.485890338222
mugi,none,128x8,max_seq_len_4096,batch_size_4,44.00772486451906
mugi,none,128x8,max_seq_len_4096,batch_size_8,73.30147776498634
mugi,none,128x8,max_seq_len_4096,batch_size_16,73.30148000188288
mugi,none,128x8,max_seq_len_4096,batch_size_32,73.30148000188288
mugi,none,256x8,max_seq_len_512,batch_size_1,25.952208882338287
mugi,none,256x8,max_seq_len_512,batch_size_2,51.7151503888859
mugi,none,256x8,max_seq_len_512,batch_size_4,102.68100259117779
mugi,none,256x8,max_seq_len_512,batch_size_8,202.42584852878474
mugi,none,256x8,max_seq_len_512,batch_size_16,202.4258499920769
mugi,none,256x8,max_seq_len_512,batch_size_32,202.42585072372282
mugi,none,256x8,max_seq_len_2048,batch_size_1,25.750032793323047
mugi,none,256x8,max_seq_len_2048,batch_size_2,50.23665010527348
mugi,none,256x8,max_seq_len_2048,batch_size_4,95.78063115325315
mugi,none,256x8,max_seq_len_2048,batch_size_8,175.2295730799405
mugi,none,256x8,max_seq_len_2048,batch_size_16,175.22957860283324
mugi,none,256x8,max_seq_len_2048,batch_size_32,175.2295813642795
mugi,none,256x8,max_seq_len_4096,batch_size_1,25.193721444319355
mugi,none,256x8,max_seq_len_4096,batch_size_2,46.39129188324118
mugi,none,256x8,max_seq_len_4096,batch_size_4,80.15603715104429
