arch,subarch,network,arch_dim,throughput,energy_efficiency,power_efficiency,area,flops,execution_time,energy,power,gemm_flops,gemm_execution_time,nonlinear_flops,nonlinear_execution_time
mugi,,single_node,128x8,102.0789236561798,16.712931293172986,775.0181861666493,1.7409200336416832,4733641.326592,46372.3671552,3264.8691435758847,0.06130616136042372,4732381.02605824,46241.0858496,1260.30053376,131.2813056
mugi,,single_node,256x8,200.32922227438624,37.05395862720328,875.5594809394215,2.850685942078662,4733641.326592,23629.310156800002,3227.2372768914674,0.0922236666886923,4732381.02605824,23563.669504,1260.30053376,65.6406528
carat,,single_node,128x8,101.55780700424907,14.133589031818358,658.7710300920897,2.466489200541929,4733641.326592,46610.3145216,3758.028712074526,0.07353598049270953,4732381.02605824,46241.0858496,1260.30053376,369.22867199999996
carat,,single_node,256x8,199.32561689442903,27.364055122161687,649.8493480545015,4.59708152406341,4733641.326592,23748.28384,4416.513404255808,0.1207539884244461,4732381.02605824,23563.669504,1260.30053376,184.61433599999998
systolic,mac,single_node,16x16,96.94601861281875,12.754163068133975,622.7551605448753,2.7571446224000007,4733641.326592,48827.599052800004,3403.9754907353044,0.0859585974,4732381.02605824,45873.7696768,1260.30053376,2953.8293759999997
systolic,mac,single_node,64x64,389.7643629573704,24.724166150681867,300.2720253036453,35.33364604544,4733641.326592,12144.879769600002,3567.006675035853,1.0043329776,4732381.02605824,11406.422425600002,1260.30053376,738.4573439999999
systolic,figna,single_node,16x16,96.94601861281875,11.185811370036072,546.1763126563728,3.61739932064,4733641.326592,48827.599052800004,3636.069879465319,0.10303197980000002,4732381.02605824,45873.7696768,1260.30053376,2953.8293759999997
systolic,figna,single_node,64x64,389.7643629573704,20.363651562508245,247.31409989668984,49.09772121728,4733641.326592,12144.879769600002,3625.029880908246,1.277507096,4732381.02605824,11406.422425600002,1260.30053376,738.4573439999999
simd,mac,single_node,16x16,96.94601861281875,13.364818851879466,652.5720163128734,2.6602315080480006,4733641.326592,48827.599052800004,3164.45926398068,0.0837510534,4732381.02605824,45873.7696768,1260.30053376,2953.8293759999997
simd,mac,single_node,64x64,389.7643629573704,26.065182868436615,316.55851210980035,33.794333711423995,4733641.326592,12144.879769600002,3226.3048651796767,0.9656039088000001,4732381.02605824,11406.422425600002,1260.30053376,738.4573439999999
simd,figna,single_node,16x16,96.94601861281875,11.652769655715886,568.9767646039296,3.5204862062880005,4733641.326592,48827.599052800004,3396.5536527106947,0.1008244358,4732381.02605824,45873.7696768,1260.30053376,2953.8293759999997
simd,figna,single_node,64x64,389.7643629573704,21.264740172735458,258.25771272965534,47.558408883264,4733641.326592,12144.879769600002,3284.3280710520708,1.2387780271999995,4732381.02605824,11406.422425600002,1260.30053376,738.4573439999999
mugi,,multi_node_4x4,256x8,3205.2675563901794,1134.0215014101354,1674.7591113312567,45.8675458650986,4733641.326592,1476.8318848000004,647.2793843866266,1.4755786670190767,4732381.02605824,1472.7293440000003,1260.30053376,4.1025408
carat,,multi_node_4x4,256x8,3189.2098703108645,857.9360311253907,1273.4067739830532,73.80987517685456,4733641.326592,1484.26774,849.6049755972517,1.9320638147911375,4732381.02605824,1472.729344,1260.30053376,11.538395999999999
systolic,mac,multi_node_4x4,16x16,1551.1362978051,208.4632870512639,636.1726123354917,44.370884750240016,4733641.326592,3051.7249408000002,3243.6608862853254,1.3753375584,4732381.02605824,2867.1106048,1260.30053376,184.61433599999998
systolic,figna,multi_node_4x4,16x16,1551.1362978050997,182.34591479377963,556.4695760291692,58.13495992208001,4733641.326592,3051.7249408000007,3475.7548840830373,1.6485116768000003,4732381.02605824,2867.1106048000006,1260.30053376,184.61433599999998
simd,mac,multi_node_4x4,16x16,1551.1362978051,219.04157968755786,668.454651804751,42.820274920608014,4733641.326592,3051.7249408000002,2992.1067904984543,1.3400168544,4732381.02605824,2867.1106048,1260.30053376,184.61433599999998
simd,figna,multi_node_4x4,16x16,1551.1362978051,190.38850990674297,581.0133641241555,56.58435009244801,4733641.326592,3051.7249408000002,3224.2007882961657,1.6131909728,4732381.02605824,2867.1106048,1260.30053376,184.61433599999998
mugi,,multi_node_8x8,64x8,3267.4712766104353,648.0161398483524,938.7920260669828,79.86129125724436,4733641.326592,1448.7170432000003,521.218972151984,3.120726304562525,4732381.02605824,1444.6145024000002,1260.30053376,4.1025408
carat,,multi_node_8x8,64x8,3250.7859111452217,558.8490200783849,813.7696203551401,103.14002762842807,4733641.326592,1456.1528984000001,598.7045226749715,3.5835700945178406,4732381.02605824,1444.6145024000002,1260.30053376,11.538395999999999
systolic,mac,multi_node_8x8,8x8,3080.5832315633857,342.5345777811406,526.3405372588085,80.77717634828801,4733641.326592,1536.6055616000003,4181.763363356624,3.1314036576,4732381.02605824,1444.2983936000003,1260.30053376,92.30716799999999
systolic,figna,multi_node_8x8,8x8,3080.5832315633857,311.8805880866047,479.2374462089556,94.54125152012801,4733641.326592,1536.6055616000003,4645.951457456592,3.404577776,4732381.02605824,1444.2983936000003,1260.30053376,92.30716799999999
simd,mac,multi_node_8x8,8x8,3080.5832315633857,354.6482718477471,544.9545069330769,78.75987186700802,4733641.326592,1536.6055616000003,3939.8809097429303,3.088902384,4732381.02605824,1444.2983936000003,1260.30053376,92.30716799999999
simd,figna,multi_node_8x8,8x8,3080.5832315633857,321.8914654506797,494.6202160430887,92.52394703884801,4733641.326592,1536.6055616000003,4404.069003842898,3.3620765024000003,4732381.02605824,1444.2983936000003,1260.30053376,92.30716799999999
