Kode,code1,code2,code4,code5,Tekst5,Tekst1,Tekst2
2610052,2,26,2610,10052,"Kørekort, kørsel trods nægtelse",Færdselslov i alt,Færdselslov i øvrigt
2610053,2,26,2610,10053,Kørsel uden førerret til den pågældende kategori,Færdselslov i alt,Færdselslov i øvrigt
2610054,2,26,2610,10054,"Erhvervsmæssig førerret, kørsel uden",Færdselslov i alt,Færdselslov i øvrigt
2610055,2,26,2610,10055,"Knallert 3-hjulet, passager under 5 år uden sikkerhedssele (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610056,2,26,2610,10056,"Bus, kørsel uden førerret",Færdselslov i alt,Færdselslov i øvrigt
2610057,2,26,2610,10057,"Udenlandsk kørekort, nægtet ombytning kørekort",Færdselslov i alt,Færdselslov i øvrigt
2610058,2,26,2610,10058,"Kørekort, inddragelse pga. utilfredsstillende helbred",Færdselslov i alt,Færdselslov i øvrigt
2610059,2,26,2610,10059,"ATK Mobiltelefon, brug af håndholdt",Færdselslov i alt,Færdselslov i øvrigt
2610060,2,26,2610,10060,"Kørekort, inddragelse pga. manglende ædruelighed",Færdselslov i alt,Færdselslov i øvrigt
2610061,2,26,2610,10061,"Kørekort nægtet, sygdom, ædruelighed, stof",Færdselslov i alt,Færdselslov i øvrigt
2610062,2,26,2610,10062,"Kørekort, inddragelse pga. euforiserende stoffer",Færdselslov i alt,Færdselslov i øvrigt
2610063,2,26,2610,10063,"Kørekort, erhverv nægtet, strafbare forhold",Færdselslov i alt,Færdselslov i øvrigt
2610064,2,26,2610,10064,"Kørekort, inddragelse pga. manglende kørefærdigheder",Færdselslov i alt,Færdselslov i øvrigt
2610065,2,26,2610,10065,"Kørekort udenlandsk, inddragelse af",Færdselslov i alt,Færdselslov i øvrigt
2610066,2,26,2610,10066,Øvelseskørsel,Færdselslov i alt,Færdselslov i øvrigt
2610067,2,26,2610,10067,"Kørekort, inddragelse, ej mødt til kontrolprøve",Færdselslov i alt,Færdselslov i øvrigt
2610068,2,26,2610,10068,"Oplysningspligt mv., ikke opfyldt",Færdselslov i alt,Færdselslov i øvrigt
2610069,2,26,2610,10069,"Hastighedsbegrænser, ændring/manglende",Færdselslov i alt,Færdselslov i øvrigt
2610070,2,26,2610,10070,Tilkobling og slæbning,Færdselslov i alt,Færdselslov i øvrigt
2610071,2,26,2610,10071,"Motorcykel 2-hjulet, passager under 135 cm (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610072,2,26,2610,10072,Manglende registrering,Færdselslov i alt,Færdselslov i øvrigt
2610073,2,26,2610,10073,"Motorcykel 3-hjulet/sidevogn, passager under 5 år uden sikkerhedssele (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610074,2,26,2610,10074,Overtrådt registreringsbekendtgørelsen,Færdselslov i alt,Færdselslov i øvrigt
2610075,2,26,2610,10075,ATK Registreringsbekendtgørelse (manglende nummerplade),Færdselslov i alt,Færdselslov i øvrigt
2610076,2,26,2610,10076,Ulovlig kørsel med udenlandsk køretøj,Færdselslov i alt,Færdselslov i øvrigt
2610077,2,26,2610,10077,"Syn, ikke efterkommet tilsigelse til",Færdselslov i alt,Færdselslov i øvrigt
2610078,2,26,2610,10078,"Sikkerhedssele, ikke brug af",Færdselslov i alt,Færdselslov i øvrigt
2610079,2,26,2610,10079,"ATK Sikkerhedssele, ikke brug af",Færdselslov i alt,Færdselslov i øvrigt
2610080,2,26,2610,10080,"Styrthjelm, ikke brug af",Færdselslov i alt,Færdselslov i øvrigt
2610081,2,26,2610,10081,"Overlæs, totalvægt",Færdselslov i alt,Færdselslov i øvrigt
2610082,2,26,2610,10082,Køretøjers belæsning,Færdselslov i alt,Færdselslov i øvrigt
2610083,2,26,2610,10083,"Farligt gods, national og international transport",Færdselslov i alt,Færdselslov i øvrigt
2610084,2,26,2610,10084,Køretøjets dimensioner,Færdselslov i alt,Færdselslov i øvrigt
2610085,2,26,2610,10085,"Overlæs, akseltryk",Færdselslov i alt,Færdselslov i øvrigt
2610086,2,26,2610,10086,"Overlæs, herunder bekendtgørelse om vægt og akseltryk",Færdselslov i alt,Færdselslov i øvrigt
2610087,2,26,2610,10087,Køre-hviletid,Færdselslov i alt,Færdselslov i øvrigt
2610088,2,26,2610,10088,Blokvognskørsel,Færdselslov i alt,Færdselslov i øvrigt
2610089,2,26,2610,10089,Forurening af vej mv.,Færdselslov i alt,Færdselslov i øvrigt
2610090,2,26,2610,10090,"Kørekort, inddragelse, ej kursus i køre- hviletid-takograf/lastsikring-overlæs",Færdselslov i alt,Færdselslov i øvrigt
2610091,2,26,2610,10091,Dyr på vej mv.,Færdselslov i alt,Færdselslov i øvrigt
2610092,2,26,2610,10092,"Frakendelsestid, kørsel i (motordrevet køretøj, bortset fra lille knallert)",Færdselslov i alt,Færdselslov i øvrigt
2610093,2,26,2610,10093,"Forsikring, ikke tegnet",Færdselslov i alt,Færdselslov i øvrigt
2610094,2,26,2610,10094,"Frakendelsestid, kørsel i",Færdselslov i alt,Færdselslov i øvrigt
2610095,2,26,2610,10095,Konfiskation af motorkøretøj,Færdselslov i alt,Færdselslov i øvrigt
2610096,2,26,2610,10096,Handlinger i udlandet,Færdselslov i alt,Færdselslov i øvrigt
2610097,2,26,2610,10097,Konfiskation af stor eller lille knallert,Færdselslov i alt,Færdselslov i øvrigt
2610098,2,26,2610,10098,Overtrådt andre regler i færdselsloven,Færdselslov i alt,Færdselslov i øvrigt
2610099,2,26,2610,10099,Konfiskation af knallertdele,Færdselslov i alt,Færdselslov i øvrigt
2610100,2,26,2610,10100,"Håndholdt teleudstyr mv., brug af",Færdselslov i alt,Færdselslov i øvrigt
2610106,2,26,2610,10106,"Håndholdt teleudstyr mv., brug af (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610107,2,26,2610,10107,"ATK - Håndholdt teleudstyr mv., brug af (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610108,2,26,2610,10108,"Helleanlæg mv., venstre om (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610109,2,26,2610,10109,"Forankørende, for lidt afstand til (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610110,2,26,2610,10110,"ATK hastighedsovertrædelse, færdselstavle (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610111,2,26,2610,10111,"Svingning mv., til fare/unødig ulempe (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610112,2,26,2610,10112,"Rødt lys, fremkørsel mod (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610113,2,26,2610,10113,"Vending eller bakning, til fare/ulempe (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610114,2,26,2610,10114,"Vognbaneskift, igangsætning, placering, standsning til fare/ulempe (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610115,2,26,2610,10115,"Kørselsretningen, kørsel mod (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610116,2,26,2610,10116,"Spærrelinjer, overskridelse i forbindelse med overhaling (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610117,2,26,2610,10117,"Nødspor, kørsel i (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610118,2,26,2610,10118,"Overhaling, øget hastighed (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610119,2,26,2610,10119,"Overhaling, ved kørsel (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610120,2,26,2610,10120,"Vognbaneskift, forbud mod (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610121,2,26,2610,10121,"Overhaling, forbud mod (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610122,2,26,2610,10122,"Overhaling, ved fodgængerfelt (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610123,2,26,2610,10123,"Vigepligt, ubetinget, afmærkning (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610124,2,26,2610,10124,"Vigepligt, ubetinget, udkørsel (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610125,2,26,2610,10125,"Overhaling, færdselstavle/afmærkning (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610126,2,26,2610,10126,"Vigepligt, højre (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610127,2,26,2610,10127,"Vigepligt, færdselstavle/afmærkning (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610128,2,26,2610,10128,"Svingning, ej sket uden ulempe (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610129,2,26,2610,10129,"Hastighed, færdselstavle (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610130,2,26,2610,10130,"Jernbaneoverkørsel, passage af (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610131,2,26,2610,10131,"ATK lyssignal, kørsel mod rødt lys (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610133,2,26,2610,10133,Kap- og væddekørsel (klip),Færdselslov i alt,Færdselslov i øvrigt
2610137,2,26,2610,10137,"Hastighed, generelle (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610138,2,26,2610,10138,"Hastighed, køretøjsbestemt (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610142,2,26,2610,10142,ATK hastighedsovertrædelse (klip),Færdselslov i alt,Færdselslov i øvrigt
2610166,2,26,2610,10166,Befordring af barn uden særligt sikkerhedsudstyr (klip),Færdselslov i alt,Færdselslov i øvrigt
2610167,2,26,2610,10167,Befordring af barn i øvrigt (klip),Færdselslov i alt,Færdselslov i øvrigt
2610168,2,26,2610,10168,Befordring af flere børn end siddepladser (klip) (Ikke aktiv i 2011),Færdselslov i alt,Færdselslov i øvrigt
2610169,2,26,2610,10169,Befordring af børn (klip),Færdselslov i alt,Færdselslov i øvrigt
2610170,2,26,2610,10170,"Styrthjelm, 5-14 år uden sikkerhedssele (klip) (Ikke aktiv i 2011)",Færdselslov i alt,Færdselslov i øvrigt
2610171,2,26,2610,10171,"Styrthjelm, 5-13 år uden sikkerhedssele (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610172,2,26,2610,10172,Befordring af barn under 14 på forsæde (klip),Færdselslov i alt,Færdselslov i øvrigt
2610178,2,26,2610,10178,"Sikkerhedsudstyr, ikke fyldt 15 år (klip) (Ikke aktiv i 2011)",Færdselslov i alt,Færdselslov i øvrigt
2610179,2,26,2610,10179,"Sikkerhedsudstyr, ikke fyldt 14 (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610180,2,26,2610,10180,"Styrthjelm, 8-14 år (klip)",Færdselslov i alt,Færdselslov i øvrigt
2610201,2,26,2610,10201,"ATK hastighedsovertrædelse, færdselstavle",Færdselslov i alt,Færdselslov i øvrigt
2610202,2,26,2610,10202,"ATK hastighedsovertrædelse, færdselstavle",Færdselslov i alt,Færdselslov i øvrigt
2610203,2,26,2610,10203,"ATK hastighedsovertrædelse, færdselstavle",Færdselslov i alt,Færdselslov i øvrigt
2610204,2,26,2610,10204,ATK hastighedsovertrædelse,Færdselslov i alt,Færdselslov i øvrigt
2610205,2,26,2610,10205,ATK hastighedsovertrædelse,Færdselslov i alt,Færdselslov i øvrigt
2610206,2,26,2610,10206,ATK hastighedsovertrædelse,Færdselslov i alt,Færdselslov i øvrigt
2610301,2,26,2610,10301,"Fører, uden ledsager/ledsager opfylder ej betingelser",Færdselslov i alt,Færdselslov i øvrigt
2610302,2,26,2610,10302,"Ledsager, regler vedrørende",Færdselslov i alt,Færdselslov i øvrigt
2610303,2,26,2610,10303,"Fører (ledsagerkrav), ikke opfyldt oplysningspligt/ansvar",Færdselslov i alt,Færdselslov i øvrigt
2610310,2,26,2610,10310,Kørsel med tungt køretøj i frakendelsestid (frakendelse af tunge køretøjer),Færdselslov i alt,Færdselslov i øvrigt
2610311,2,26,2610,10311,Kørsel med tungt køretøj i frakendelsestid (frakendelse af kørekort og tunge køretøjer),Færdselslov i alt,Færdselslov i øvrigt
3210505,3,32,3210,10505,Lov om euforiserende stoffer,Øvrige særlige i alt,Lov om euforiserende stoffer
3210510,3,32,3210,10510,Lov om euforiserende stoffer (Salg),Øvrige særlige i alt,Lov om euforiserende stoffer
3410505,3,34,3410,10505,Lov om våben og eksplosivstof (Udgået),Øvrige særlige i alt,Våbenloven
3410506,3,34,3410,10506,"Våbenloven, skydevåben",Øvrige særlige i alt,Våbenloven
3410507,3,34,3410,10507,"Våbenloven, kniv på offentligt sted",Øvrige særlige i alt,Våbenloven
3410508,3,34,3410,10508,"Våbenloven, anden overtrædelse med kniv",Øvrige særlige i alt,Våbenloven
3410509,3,34,3410,10509,"Våbenloven, i øvrigt",Øvrige særlige i alt,Våbenloven
3410605,3,34,3410,10605,"Knivloven, §1, kniv på offentligt tilgængeligt sted",Øvrige særlige i alt,Våbenloven
3410606,3,34,3410,10606,"Knivloven, i øvrigt",Øvrige særlige i alt,Våbenloven
3610105,3,36,3610,10105,Kildeskatteloven,Øvrige særlige i alt,Skatte- og afgiftslove
3610305,3,36,3610,10305,Skattekontrolloven,Øvrige særlige i alt,Skatte- og afgiftslove
3610405,3,36,3610,10405,Lov om almindelig omsætningsafgift,Øvrige særlige i alt,Skatte- og afgiftslove
3610505,3,36,3610,10505,Toldloven,Øvrige særlige i alt,Skatte- og afgiftslove
3610510,3,36,3610,10510,Toldloven - skærpende omstændigheder,Øvrige særlige i alt,Skatte- og afgiftslove
3610705,3,36,3610,10705,Kontrol med ædle metaller,Øvrige særlige i alt,Skatte- og afgiftslove
3610710,3,36,3610,10710,"Afgiftslove for drikkevarer, tobak, benzin",Øvrige særlige i alt,Skatte- og afgiftslove
3610715,3,36,3610,10715,Stempelafgiftsloven,Øvrige særlige i alt,Skatte- og afgiftslove
3610720,3,36,3610,10720,EF's markedsforordninger,Øvrige særlige i alt,Skatte- og afgiftslove
3610725,3,36,3610,10725,Pris- og avancelovgivningen,Øvrige særlige i alt,Skatte- og afgiftslove
3610727,3,36,3610,10727,Lov om afgift på spillekasinoer,Øvrige særlige i alt,Skatte- og afgiftslove
3610730,3,36,3610,10730,Andre skatte- og afgiftslove mv.,Øvrige særlige i alt,Skatte- og afgiftslove
3610901,3,36,3610,10901,Manglende registrering af køretøj,Øvrige særlige i alt,Skatte- og afgiftslove
3610902,3,36,3610,10902,Overtrådt registreringsbekendtgørelsen,Øvrige særlige i alt,Skatte- og afgiftslove
3610903,3,36,3610,10903,"ATK - registreringsbekendtgørelse, manglende nummerplade",Øvrige særlige i alt,Skatte- og afgiftslove
3610905,3,36,3610,10905,Registreringsafgiftsloven,Øvrige særlige i alt,Skatte- og afgiftslove
3610910,3,36,3610,10910,Vægtafgiftsloven,Øvrige særlige i alt,Skatte- og afgiftslove
3810204,3,38,3810,10204,Bistand til udlændingemyndighederne,Øvrige særlige i alt,Særlove i øvrigt
3810205,3,38,3810,10205,"Udlændingeloven i øvrigt, strafferetlig",Øvrige særlige i alt,Særlove i øvrigt
3810206,3,38,3810,10206,"Udlændingeloven, ulovligt ophold/arbejde",Øvrige særlige i alt,Særlove i øvrigt
3810207,3,38,3810,10207,"Udlændingeloven, adgang til landet ved urigtige oplysninger",Øvrige særlige i alt,Særlove i øvrigt
3810208,3,38,3810,10208,"Udlændingeloven, ulovligt arbejde/arbejdsgivere",Øvrige særlige i alt,Særlove i øvrigt
3810209,3,38,3810,10209,"Udlændingeloven, ulovligt ophold",Øvrige særlige i alt,Særlove i øvrigt
3810210,3,38,3810,10210,"Udlændingeloven, menneskesmugling",Øvrige særlige i alt,Særlove i øvrigt
3810211,3,38,3810,10211,"Udlændingeloven, bistand ved ulovlig indrejse",Øvrige særlige i alt,Særlove i øvrigt
3810212,3,38,3810,10212,"Udlændingeloven, bistand ved ulovlig indrejse/ophold",Øvrige særlige i alt,Særlove i øvrigt
3810213,3,38,3810,10213,"Udlændingeloven, ulovligt arbejde/arbejdstager",Øvrige særlige i alt,Særlove i øvrigt
3810214,3,38,3810,10214,"Udlændingeloven, transportøransvar",Øvrige særlige i alt,Særlove i øvrigt
3810215,3,38,3810,10215,"Udlændingeloven, overtrædelse af meddelt indrejseforbud",Øvrige særlige i alt,Særlove i øvrigt
3810216,3,38,3810,10216,Asylsøger tilbagesendt til andet land,Øvrige særlige i alt,Særlove i øvrigt
3810217,3,38,3810,10217,Udlænding i øvrigt tilbagesendt til andet land,Øvrige særlige i alt,Særlove i øvrigt
3810218,3,38,3810,10218,Asylsøger ej tilbagesendt til andet land,Øvrige særlige i alt,Særlove i øvrigt
3810219,3,38,3810,10219,Udlænding i øvrigt ej tilbagesendt til andet land,Øvrige særlige i alt,Særlove i øvrigt
3810220,3,38,3810,10220,Asylsøger i DK tilbagetaget fra andet land,Øvrige særlige i alt,Særlove i øvrigt
3810221,3,38,3810,10221,Udlænding i øvrigt tilbagetaget fra andet land,Øvrige særlige i alt,Særlove i øvrigt
3810222,3,38,3810,10222,"Udlændingeloven, bistand ved ulovligt ophold",Øvrige særlige i alt,Særlove i øvrigt
3810223,3,38,3810,10223,"Udlændingeloven, bistand ved ulovligt arbejde",Øvrige særlige i alt,Særlove i øvrigt
3810224,3,38,3810,10224,"Udlændingeloven, overtrædelse af meddelt indrejseforbud",Øvrige særlige i alt,Særlove i øvrigt
3810225,3,38,3810,10225,"Udlændingeloven, ulovligt ophold",Øvrige særlige i alt,Særlove i øvrigt
3810226,3,38,3810,10226,"Udlændingeloven, ulovligt ophold",Øvrige særlige i alt,Særlove i øvrigt
3810227,3,38,3810,10227,"Udlændingeloven, ulovligt arbejde",Øvrige særlige i alt,Særlove i øvrigt
3810228,3,38,3810,10228,"Udlændingeloven, ulovligt ophold/arbejdstagere",Øvrige særlige i alt,Særlove i øvrigt
3810229,3,38,3810,10229,"Udlændingeloven, ulovligt arbejde/arbejdstagere",Øvrige særlige i alt,Særlove i øvrigt
3810230,3,38,3810,10230,"Udlændingeloven, ulovlig indrejse",Øvrige særlige i alt,Særlove i øvrigt
3810231,3,38,3810,10231,"Udlændingeloven, udvist af andet nordisk land",Øvrige særlige i alt,Særlove i øvrigt
3810232,3,38,3810,10232,"Udlændingeloven, adgang til landet ved urigtige oplysninger mv.",Øvrige særlige i alt,Særlove i øvrigt
3810233,3,38,3810,10233,"Udlændingeloven, meddelt indrejseforbud",Øvrige særlige i alt,Særlove i øvrigt
3810234,3,38,3810,10234,"Udlændingeloven, udsendelsessag - asylområdet (NUC)",Øvrige særlige i alt,Særlove i øvrigt
3810235,3,38,3810,10235,"Udlændingeloven, udsendelsessag - opholdsområdet (NUC)",Øvrige særlige i alt,Særlove i øvrigt
3810236,3,38,3810,10236,"Udlændingeloven, Dublin-ind sag (NUC)",Øvrige særlige i alt,Særlove i øvrigt
3810237,3,38,3810,10237,"Udlændingeloven, Dublin-ud sag (NUC)",Øvrige særlige i alt,Særlove i øvrigt
3810238,3,38,3810,10238,"Udlændingeloven, asylansøgning (NUC)",Øvrige særlige i alt,Særlove i øvrigt
3810239,3,38,3810,10239,"Udlændingeloven, bistand ved ulovligt ophold",Øvrige særlige i alt,Særlove i øvrigt
3810240,3,38,3810,10240,Øvrige asyludsendelser,Øvrige særlige i alt,Særlove i øvrigt
3810241,3,38,3810,10241,Manglende overholdelse af pålagt meldepligt jf. udlændingeloven,Øvrige særlige i alt,Særlove i øvrigt
3810242,3,38,3810,10242,Manglende overholdelse af pålagt opholdspligt jf. udlændingeloven,Øvrige særlige i alt,Særlove i øvrigt
3810243,3,38,3810,10243,Manglende overholdelse af pålagt underretningspligt jf. udlændingeloven,Øvrige særlige i alt,Særlove i øvrigt
3810305,3,38,3810,10305,Lov om vagtvirksomhed,Øvrige særlige i alt,Særlove i øvrigt
3810405,3,38,3810,10405,Brandlovgivningen/beredskabsloven,Øvrige særlige i alt,Særlove i øvrigt
3810410,3,38,3810,10410,Brandundersøgelser,Øvrige særlige i alt,Særlove i øvrigt
3810505,3,38,3810,10505,Politivedtægten,Øvrige særlige i alt,Særlove i øvrigt
3810506,3,38,3810,10506,"Ordensbekendtgørelsen, skærpende omstændighed (grov forstyrrelse af ro og orden)",Øvrige særlige i alt,Særlove i øvrigt
3810507,3,38,3810,10507,"Ordensbekendtgørelsen, sikring af den offentlige orden m.v.",Øvrige særlige i alt,Særlove i øvrigt
3810509,3,38,3810,10509,"Ordensbekendtgørelsen, sikring af den offentlige orden (Pornoudstilling)",Øvrige særlige i alt,Særlove i øvrigt
3810510,3,38,3810,10510,"Politivedtægten, meddelt påbud",Øvrige særlige i alt,Særlove i øvrigt
3810511,3,38,3810,10511,"Ordensbekendtgørelsen, midlertidige foranstaltninger/meddelt påbud",Øvrige særlige i alt,Særlove i øvrigt
3810512,3,38,3810,10512,"Ordensbekendtgørelsen, zoneforbud (meddelt forbud)",Øvrige særlige i alt,Særlove i øvrigt
3810513,3,38,3810,10513,"Ordensbekendtgørelsen, midlertidige foranstaltninger/overtrædelse af påbud",Øvrige særlige i alt,Særlove i øvrigt
3810514,3,38,3810,10514,"Ordensbekendtgørelsen, zoneforbud (overtrædelse af forbud)",Øvrige særlige i alt,Særlove i øvrigt
3810515,3,38,3810,10515,"Politivedtægten, overtrædelse af påbud",Øvrige særlige i alt,Særlove i øvrigt
3810517,3,38,3810,10517,"Politivedtægten, lokal",Øvrige særlige i alt,Særlove i øvrigt
3810605,3,38,3810,10605,Radiospredningsloven,Øvrige særlige i alt,Særlove i øvrigt
3810610,3,38,3810,10610,Lov om radiokommunikation,Øvrige særlige i alt,Særlove i øvrigt
3810705,3,38,3810,10705,Retsplejeloven,Øvrige særlige i alt,Særlove i øvrigt
3810706,3,38,3810,10706,"Optage/transmittere billeder, lyd og tekst",Øvrige særlige i alt,Særlove i øvrigt
3810710,3,38,3810,10710,"Retsplejeloven, nægter at opgive navn",Øvrige særlige i alt,Særlove i øvrigt
3810715,3,38,3810,10715,Pasloven,Øvrige særlige i alt,Særlove i øvrigt
3810716,3,38,3810,10716,Pasloven i øvrigt,Øvrige særlige i alt,Særlove i øvrigt
3810717,3,38,3810,10717,"Pasloven, nægtelse eller inddragelse af pas",Øvrige særlige i alt,Særlove i øvrigt
3810718,3,38,3810,10718,"Pasloven, meddelt udrejseforbud",Øvrige særlige i alt,Særlove i øvrigt
3810719,3,38,3810,10719,"Pasloven, overtrædelse af udrejseforbud",Øvrige særlige i alt,Særlove i øvrigt
3810720,3,38,3810,10720,"Sprængstof, Lov om våben og eksplosivstof",Øvrige særlige i alt,Særlove i øvrigt
3810721,3,38,3810,10721,"Sprængstof, bekendtgørelse om eksplosivstoffer",Øvrige særlige i alt,Særlove i øvrigt
3810722,3,38,3810,10722,"Sprængstof, bekendtgørelse om eksplosivstoffer, overtrædelse af vilkår",Øvrige særlige i alt,Særlove i øvrigt
3810725,3,38,3810,10725,Fyrværkeriloven,Øvrige særlige i alt,Særlove i øvrigt
3810730,3,38,3810,10730,Brandsikringslovgivningen,Øvrige særlige i alt,Særlove i øvrigt
3810735,3,38,3810,10735,Vinter vedlige-/renholdelse af offentlig vej,Øvrige særlige i alt,Særlove i øvrigt
3810740,3,38,3810,10740,Vinter vedlige-/renholdelse af privat vej,Øvrige særlige i alt,Særlove i øvrigt
3810741,3,38,3810,10741,"Vejlov, rådighed over gadeareal",Øvrige særlige i alt,Særlove i øvrigt
3810745,3,38,3810,10745,Folkeregisterlov,Øvrige særlige i alt,Særlove i øvrigt
3810750,3,38,3810,10750,Lov om personnavne,Øvrige særlige i alt,Særlove i øvrigt
3810753,3,38,3810,10753,"Persondataloven, Lov om behandling af personoplysninger",Øvrige særlige i alt,Særlove i øvrigt
3810754,3,38,3810,10754,Databeskyttelsesloven,Øvrige særlige i alt,Særlove i øvrigt
3810755,3,38,3810,10755,Bekendtgørelse om radio- og fjernsynsafgift,Øvrige særlige i alt,Særlove i øvrigt
3810760,3,38,3810,10760,Ligsynsloven,Øvrige særlige i alt,Særlove i øvrigt
3810765,3,38,3810,10765,Lov om Danmarks Statistik,Øvrige særlige i alt,Særlove i øvrigt
3810766,3,38,3810,10766,Straffuldbyrdelsesloven,Øvrige særlige i alt,Særlove i øvrigt
3810770,3,38,3810,10770,Postlovgivningen,Øvrige særlige i alt,Særlove i øvrigt
3810774,3,38,3810,10774,"Inkassovirksomhed, lov om",Øvrige særlige i alt,Særlove i øvrigt
3810775,3,38,3810,10775,Bibliotekslov,Øvrige særlige i alt,Særlove i øvrigt
3810776,3,38,3810,10776,Lov om tv-overvågning,Øvrige særlige i alt,Særlove i øvrigt
3810777,3,38,3810,10777,Lov om krigsmateriel mv.,Øvrige særlige i alt,Særlove i øvrigt
3810778,3,38,3810,10778,Lov om hvidvaskning af penge,Øvrige særlige i alt,Særlove i øvrigt
3810780,3,38,3810,10780,Andre strafferetslige særlove,Øvrige særlige i alt,Særlove i øvrigt
3810781,3,38,3810,10781,Ophold i ejendom/forberedelse af forbud,Øvrige særlige i alt,Særlove i øvrigt
3810782,3,38,3810,10782,Ophold i ejendom/meddelt forbud mod,Øvrige særlige i alt,Særlove i øvrigt
3810783,3,38,3810,10783,Ophold i ejendom/overtrædelse af forbud mod,Øvrige særlige i alt,Særlove i øvrigt
3810784,3,38,3810,10784,Besøgende i bestemte lokaler/forberedelse af forbud,Øvrige særlige i alt,Særlove i øvrigt
3810785,3,38,3810,10785,Besøgende i bestemte lokaler/meddelt forbud mod,Øvrige særlige i alt,Særlove i øvrigt
3810786,3,38,3810,10786,Besøgende i bestemte lokaler/overtrædelse af forbud mod,Øvrige særlige i alt,Særlove i øvrigt
3810787,3,38,3810,10787,"Bortvisning/forbud, begæring om",Øvrige særlige i alt,Særlove i øvrigt
3810788,3,38,3810,10788,"Bortvisning/forbud/tilhold, begæring om",Øvrige særlige i alt,Særlove i øvrigt
3810789,3,38,3810,10789,"Bortvisning, meddelt forbud",Øvrige særlige i alt,Særlove i øvrigt
3810790,3,38,3810,10790,"Bortvisning, meddelt forbud og tilhold",Øvrige særlige i alt,Særlove i øvrigt
3810791,3,38,3810,10791,"Bortvisning, overtrædelse af meddelt forbud",Øvrige særlige i alt,Særlove i øvrigt
3810792,3,38,3810,10792,"Bortvisning, overtrædelse af meddelt forbud og tilhold",Øvrige særlige i alt,Særlove i øvrigt
3810793,3,38,3810,10793,"Køretøjer, syn ikke efterkommet",Øvrige særlige i alt,Særlove i øvrigt
3810794,3,38,3810,10794,Teleloven,Øvrige særlige i alt,Særlove i øvrigt
3810796,3,38,3810,10796,"Karantæne ved idrætsbegivenheder, forberedelse af forbud",Øvrige særlige i alt,Særlove i øvrigt
3810797,3,38,3810,10797,"Karantæne ved idrætsbegivenheder, meddelt forbud",Øvrige særlige i alt,Særlove i øvrigt
3810798,3,38,3810,10798,"Karantæne ved idrætsbegivenheder, overtrædelse af forbud",Øvrige særlige i alt,Særlove i øvrigt
3810801,3,38,3810,10801,"Idrætsbegivenheder, indretning/afvikling, forberedelse af påbud",Øvrige særlige i alt,Særlove i øvrigt
3810802,3,38,3810,10802,"Idrætsbegivenheder, indretning/afvikling, meddelt påbud",Øvrige særlige i alt,Særlove i øvrigt
3810803,3,38,3810,10803,"Idrætsbegivenheder, indretning/afvikling, overtrædelse af meddelt påbud",Øvrige særlige i alt,Særlove i øvrigt
3810804,3,38,3810,10804,"Idrætsbegivenheder, ej afholdte, forberedelse af forbud",Øvrige særlige i alt,Særlove i øvrigt
3810805,3,38,3810,10805,"Idrætsbegivenheder, ej afholdte, meddelt forbud",Øvrige særlige i alt,Særlove i øvrigt
3810806,3,38,3810,10806,"Idrætsbegivenheder, ej afholdte, overtrædelse af meddelt forbud",Øvrige særlige i alt,Særlove i øvrigt
3810901,3,38,3810,10901,Begæring om tilhold,Øvrige særlige i alt,Særlove i øvrigt
3810902,3,38,3810,10902,Begæring om opholdsforbud,Øvrige særlige i alt,Særlove i øvrigt
3810903,3,38,3810,10903,Begæring om bortvisning,Øvrige særlige i alt,Særlove i øvrigt
3810904,3,38,3810,10904,Begæring om tilhold og opholdsforbud,Øvrige særlige i alt,Særlove i øvrigt
