## Collection Inspection (252 elements)

### Title Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 194 | 70 | 418 | 87 | title |
| 156 | 238 | 190 | 251 | title |
| 329 | 342 | 576 | 355 | title |
| 84 | 344 | 257 | 358 | title |

### Word Elements

| text | x0 | top | x1 | bottom | font_family | font_variant | size | bold | italic | source | confidence | color |
|------|------|------|------|------|------|------|------|------|------|------|------|------|
| የኢትዮጵያ ፌደራላዊ ዲሞክራሲያዊ ሪፐብሊክ  | 196 | 74 | 422 | 86 | Visual Geez Unicode | ABCDEE | 11 | False | False | native | 1.00 | #000000 |
|   | 306 | 86 | 311 | 96 | VG2000 Main | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| ፌደራል ነጋሪት ጋዜጣ  | 130 | 106 | 500 | 142 | Visual Geez Unicode | ABCDEE | 36 | False | False | native | 1.00 | #000000 |
|   | 469 | 144 | 475 | 166 | Nyala | ABCDEE | 22 | False | False | native | 1.00 | #000000 |
| FEDERAL NEGARIT GAZETTE | 143 | 145 | 469 | 167 | Times |  | 22 | True | False | native | 1.00 | #000000 |
|   | 434 | 158 | 439 | 180 | Times |  | 22 | True | False | native | 1.00 | #000000 |
| OF THE FEDERAL DEMOCRATIC REPUBLIC OF ETHIOPIA | 178 | 169 | 434 | 178 | Times |  | 9 | True | False | native | 1.00 | #000000 |
|   | 72 | 180 | 76 | 190 | Verdana | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
|                       | 220 | 190 | 331 | 200 | VG2000 Main | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
|   | 72 | 192 | 76 | 202 | Verdana | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
|   | 108 | 192 | 112 | 202 | Verdana | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
|   | 144 | 192 | 148 | 202 | Verdana | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
|   | 180 | 192 | 184 | 202 | Verdana | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
|   | 216 | 192 | 220 | 202 | Verdana | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| th | 460 | 192 | 464 | 197 | Times |  | 5 | False | False | native | 1.00 | #000000 |
| 24 | 452 | 193 | 460 | 201 | Times |  | 8 | False | False | native | 1.00 | #000000 |
| Year   No.12   | 464 | 193 | 509 | 201 | Times |  | 8 | False | False | native | 1.00 | #000000 |
| ሃያ አራተኛ ዓመት ቁጥር ፲፪  | 86 | 194 | 192 | 202 | Visual Geez Unicode | ABCDEE | 8 | False | False | native | 1.00 | #000000 |
| th  | 481 | 201 | 486 | 206 | Times |  | 5 | False | False | native | 1.00 | #000000 |
|   | 386 | 202 | 391 | 212 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| ADDIS ABABA, 15 | 414 | 202 | 481 | 210 | Times |  | 8 | False | False | native | 1.00 | #000000 |
| December, 2017.  | 486 | 202 | 543 | 210 | Times |  | 8 | False | False | native | 1.00 | #000000 |
| በኢትዮጵያ ፌደራላዊ ዲሞክራሲያዊ ሪፐብሊክ | 226 | 203 | 386 | 211 | Visual Geez Unicode | ABCDEE | 8 | False | False | native | 1.00 | #000000 |
| ዓ.ም | 178 | 206 | 196 | 215 | Visual Geez Unicode | ABCDEE | 9 | False | False | native | 1.00 | #000000 |
| አዲስ አበባ ታህሳስ ፮ ቀን ፪ሺ፲  | 64 | 206 | 178 | 214 | Visual Geez Unicode | ABCDEE | 8 | False | False | native | 1.00 | #000000 |
|    | 196 | 206 | 204 | 214 | Visual Geez Unicode | ABCDEE | 8 | False | False | native | 1.00 | #000000 |
|   | 414 | 212 | 417 | 223 | Times |  | 11 | False | False | native | 1.00 | #000000 |
| የሕዝብ ተወካዮች ምክር ቤት ጠባቂነት የወጣ  | 227 | 213 | 389 | 221 | Visual Geez Unicode | ABCDEE | 8 | False | False | native | 1.00 | #000000 |
|   | 64 | 219 | 66 | 230 | Calibri | ABCDEE | 11 | False | False | native | 1.00 | #000000 |
|   | 72 | 221 | 76 | 229 | VG2000 Main | ABCDEE | 8 | False | False | native | 1.00 | #000000 |
|   | 316 | 233 | 317 | 236 | Times |  | 3 | True | False | native | 1.00 | #000000 |
|   | 46 | 233 | 47 | 236 | Visual Geez Unicode | ABCDEE | 3 | False | False | native | 1.00 | #000000 |
| CONTENT  | 417 | 239 | 469 | 249 | Times |  | 10 | True | False | native | 1.00 | #000000 |
| ማውጫ  | 157 | 240 | 194 | 250 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
|   | 311 | 255 | 312 | 256 | Times |  | 1 | False | False | native | 1.00 | #000000 |
|   | 46 | 257 | 46 | 258 | Visual Geez Unicode | ABCDEE | 1 | False | False | native | 1.00 | #000000 |
|  | 196 | 260 | 201 | 270 | GeezNewB | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
|  | 216 | 260 | 221 | 270 | GeezNewB | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| . | 228 | 260 | 231 | 270 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| አዋጅ ቁጥር ፩ሺ፷፬/ | 106 | 261 | 196 | 271 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| ሺ፲ | 201 | 261 | 216 | 271 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| ዓም  | 221 | 261 | 245 | 271 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| Proclamation NO.1064/2017  | 400 | 264 | 518 | 274 | Times |  | 10 | False | False | native | 1.00 | #000000 |
|   | 49 | 273 | 50 | 274 | Visual Geez Unicode | ABCDEE | 1 | False | False | native | 1.00 | #000000 |
|   | 311 | 276 | 312 | 277 | Times |  | 1 | False | False | native | 1.00 | #000000 |
| የፌደራል መንግሥት ሠራተኞች አዋጅ …..ገጽ ፱ሺ፱፻፸፱  | 40 | 276 | 298 | 286 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| Federal Civil Servants Proclamation …………..page | 311 | 278 | 523 | 288 | Times |  | 10 | False | False | native | 1.00 | #000000 |
|  9979  | 523 | 279 | 547 | 288 | Times |  | 9 | False | False | native | 1.00 | #000000 |
|   | 46 | 291 | 51 | 301 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
|                    | 37 | 297 | 127 | 307 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
|   | 127 | 304 | 127 | 305 | Visual Geez Unicode | ABCDEE | 1 | False | False | native | 1.00 | #000000 |
|   | 311 | 305 | 312 | 308 | Times |  | 3 | True | False | native | 1.00 | #000000 |
|   | 311 | 309 | 312 | 310 | Times |  | 1 | True | False | native | 1.00 | #000000 |
|   | 433 | 312 | 433 | 315 | Times |  | 3 | True | False | native | 1.00 | #000000 |
| PROCLAMATION No.1064/2017  | 360 | 318 | 507 | 328 | Times |  | 10 | True | False | native | 1.00 | #000000 |
|               አዋጅ ቁጥር ፩ሺ፷፬/፪ሺ፲  | 37 | 318 | 223 | 328 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
|   | 311 | 334 | 312 | 337 | Times |  | 3 | True | False | native | 1.00 | #000000 |
|    | 333 | 339 | 333 | 341 | Times |  | 1 | True | False | native | 1.00 | #000000 |
| FEDERAL CIVIL SERVANTS PROCLAMATION  | 330 | 344 | 577 | 355 | Times |  | 11 | True | False | native | 1.00 | #000000 |
| የፌደራል መንግሥት ሠራተኞች አዋጅ  | 86 | 347 | 260 | 357 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
|   | 452 | 362 | 454 | 369 | Times |  | 7 | True | False | native | 1.00 | #000000 |
| WHEREAS  | 356 | 374 | 409 | 384 | Times |  | 10 | True | False | native | 1.00 | #000000 |
| it has become necessary to promulgate a  | 410 | 374 | 578 | 384 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| በመንግስት  | 31 | 376 | 83 | 386 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| መስሪያ  | 88 | 376 | 124 | 386 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| ቤት  | 129 | 376 | 151 | 386 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| ውስጥ  | 155 | 376 | 185 | 386 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| የሚካሄደውን  | 189 | 376 | 248 | 386 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| የምልመላና  | 252 | 376 | 305 | 386 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| law  | 315 | 392 | 332 | 402 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| that  | 335 | 392 | 353 | 402 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| enable  | 356 | 392 | 385 | 402 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| the  | 388 | 392 | 403 | 402 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| making  | 406 | 392 | 439 | 402 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| of  | 442 | 392 | 453 | 402 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| fundamental  | 456 | 392 | 509 | 402 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| changes  | 512 | 392 | 547 | 402 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| in  | 550 | 392 | 560 | 402 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| the  | 564 | 392 | 578 | 402 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| መረጣ ሥርዓትን በመሠረታዊነት በመለወጥና በአገር አቀፍ  | 31 | 394 | 305 | 404 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| system  | 315 | 409 | 345 | 419 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| of  | 348 | 409 | 359 | 419 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| recruitment  | 362 | 409 | 411 | 419 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| and  | 414 | 409 | 431 | 419 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| selection  | 434 | 409 | 472 | 419 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| and  | 475 | 409 | 492 | 419 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| the  | 495 | 409 | 510 | 419 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| introduction  | 513 | 409 | 564 | 419 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| of  | 567 | 409 | 578 | 419 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| ደረጃ የሙያና የሥራ ብቃት ማረጋገጫ ሥርዓት በመዘርጋት፣  | 31 | 413 | 305 | 423 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| national  | 315 | 426 | 350 | 436 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| system  | 355 | 426 | 386 | 436 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| for  | 391 | 426 | 405 | 436 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| the  | 411 | 426 | 426 | 436 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| certification  | 431 | 426 | 482 | 436 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| of  | 488 | 426 | 499 | 436 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| professional  | 504 | 426 | 556 | 436 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| and  | 561 | 426 | 578 | 436 | Times |  | 10 | False | False | native | 1.00 | #000000 |
| እንዲሁም  | 31 | 432 | 78 | 441 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| የመንግስት  | 84 | 432 | 135 | 441 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| ሠራተኛው  | 142 | 432 | 192 | 441 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
| በዚህ  | 198 | 432 | 224 | 441 | Visual Geez Unicode | ABCDEE | 10 | False | False | native | 1.00 | #000000 |
