## Collection Inspection (352 elements)

### Table Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 49 | 50 | 741 | 548 | table |

### Rect Elements

| x0 | top | x1 | bottom | width | height | stroke | fill | stroke_width |
|------|------|------|------|------|------|------|------|------|
| 51 | 54 | 740 | 55 | 690 | 1 | #000000 | #000000 | 0 |
| 51 | 54 | 170 | 62 | 119 | 7 | #000000 | #145f82 | 0 |
| 170 | 54 | 220 | 62 | 50 | 7 | #000000 | #145f82 | 0 |
| 51 | 61 | 740 | 62 | 690 | 1 | #000000 | #000000 | 0 |
| 51 | 62 | 170 | 85 | 119 | 23 | #000000 | #000000 | 0 |
| 170 | 62 | 220 | 85 | 50 | 23 | #000000 | #000000 | 0 |
| 170 | 85 | 220 | 123 | 50 | 38 | #000000 | #000000 | 0 |
| 51 | 123 | 170 | 138 | 119 | 15 | #000000 | #000000 | 0 |
| 170 | 123 | 220 | 138 | 50 | 15 | #000000 | #000000 | 0 |
| 170 | 138 | 220 | 161 | 50 | 23 | #000000 | #000000 | 0 |
| 51 | 161 | 170 | 207 | 119 | 46 | #000000 | #000000 | 0 |
| 170 | 161 | 220 | 207 | 50 | 46 | #000000 | #000000 | 0 |
| 170 | 207 | 220 | 237 | 50 | 31 | #000000 | #000000 | 0 |
| 51 | 237 | 170 | 260 | 119 | 23 | #000000 | #000000 | 0 |
| 170 | 237 | 220 | 260 | 50 | 23 | #000000 | #000000 | 0 |
| 170 | 260 | 220 | 268 | 50 | 8 | #000000 | #000000 | 0 |
| 51 | 268 | 170 | 283 | 119 | 15 | #000000 | #000000 | 0 |
| 170 | 268 | 220 | 283 | 50 | 15 | #000000 | #000000 | 0 |
| 170 | 283 | 220 | 298 | 50 | 15 | #000000 | #000000 | 0 |
| 51 | 298 | 170 | 306 | 119 | 8 | #000000 | #000000 | 0 |
| 170 | 298 | 220 | 306 | 50 | 8 | #000000 | #000000 | 0 |
| 170 | 306 | 220 | 313 | 50 | 8 | #000000 | #000000 | 0 |
| 51 | 313 | 170 | 329 | 119 | 15 | #000000 | #000000 | 0 |
| 170 | 313 | 220 | 329 | 50 | 15 | #000000 | #000000 | 0 |
| 170 | 329 | 220 | 351 | 50 | 23 | #000000 | #000000 | 0 |
| 51 | 351 | 170 | 359 | 119 | 8 | #000000 | #000000 | 0 |
| 170 | 351 | 220 | 359 | 50 | 8 | #000000 | #000000 | 0 |
| 170 | 359 | 220 | 367 | 50 | 8 | #000000 | #000000 | 0 |
| 51 | 367 | 170 | 382 | 119 | 15 | #000000 | #000000 | 0 |
| 170 | 367 | 220 | 382 | 50 | 15 | #000000 | #000000 | 0 |
| 170 | 382 | 220 | 405 | 50 | 23 | #000000 | #000000 | 0 |
| 51 | 405 | 170 | 428 | 119 | 23 | #000000 | #000000 | 0 |
| 170 | 405 | 220 | 428 | 50 | 23 | #000000 | #000000 | 0 |
| 170 | 428 | 220 | 451 | 50 | 23 | #000000 | #000000 | 0 |
| 51 | 450 | 170 | 481 | 119 | 31 | #000000 | #000000 | 0 |
| 170 | 450 | 220 | 481 | 50 | 31 | #000000 | #000000 | 0 |
| 170 | 481 | 220 | 496 | 50 | 15 | #000000 | #000000 | 0 |
| 51 | 496 | 170 | 512 | 119 | 15 | #000000 | #000000 | 0 |
| 170 | 496 | 220 | 512 | 50 | 15 | #000000 | #000000 | 0 |
| 170 | 511 | 220 | 542 | 50 | 31 | #000000 | #000000 | 0 |

### Word Elements

| text | x0 | top | x1 | bottom | font_family | font_variant | size | bold | italic | source | confidence | color |
|------|------|------|------|------|------|------|------|------|------|------|------|------|
| Date submitted | 52 | 56 | 87 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| Date completed | 109 | 56 | 146 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| User ID | 171 | 56 | 188 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| PO | 221 | 56 | 227 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| Vendor | 261 | 56 | 278 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| Categories | 317 | 56 | 341 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| Item # | 382 | 56 | 396 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| Item Description | 461 | 56 | 499 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| Quantity | 567 | 56 | 586 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| Price | 597 | 56 | 608 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| Shipping | 622 | 56 | 642 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| Tax | 654 | 56 | 661 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| Item Totals | 679 | 56 | 705 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| Total | 716 | 56 | 727 | 61 | AptosNarrow,Bold | HDKAHI | 6 | True | False | native | 1.00 | #000000 |
| Corsair Vengeance LPX 32GB (2X16GB) DDR4  | 461 | 64 | 562 | 69 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| 3200 (PC4-25600) C16 1.35V Desktop Memory - | 461 | 71 | 566 | 77 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| 7/1/2022 4:12 | 76 | 79 | 107 | 84 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| 7/1/2022 19:59 | 135 | 79 | 169 | 84 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| 6141587Amazon Inc. | 240 | 79 | 289 | 84 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| Educational Materials/Items | 317 | 79 | 379 | 84 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| B07RW6Z692Black | 429 | 79 | 473 | 84 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| 1 | 592 | 79 | 595 | 84 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| $117.99  | 602 | 79 | 622 | 84 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| $0.00  | 639 | 79 | 653 | 84 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| $77.23  | 662 | 79 | 678 | 84 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| $117.99  | 695 | 79 | 715 | 84 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| $975.13  | 721 | 79 | 740 | 84 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
| NZXT H210i - CA-H210i-W1 - Mini-ITX PC  | 461 | 86 | 550 | 92 | AptosNarrow | HDKAHK | 6 | False | False | native | 1.00 | #000000 |
