All Layout Regions (950 found)
==================================================
YOLO: 2, TATR: 948, Other: 0

## Collection Inspection (950 elements)

### Table Elements

| x0 | top | x1 | bottom | type |
| 172 | 292 | 242 | 312 | table-cell |
| 242 | 292 | 299 | 312 | table-cell |
| 242 | 292 | 299 | 312 | table-cell |
| 295 | 292 | 347 | 312 | table-cell |
| 295 | 292 | 347 | 312 | table-cell |
| 349 | 292 | 433 | 312 | table-cell |
| 349 | 292 | 433 | 312 | table-cell |
| 436 | 292 | 463 | 312 | table-cell |
| 436 | 292 | 463 | 312 | table-cell |
| 463 | 292 | 528 | 312 | table-cell |
| 463 | 292 | 528 | 312 | table-cell |
| 531 | 292 | 574 | 312 | table-cell |
| 531 | 292 | 574 | 312 | table-cell |
| 18 | 309 | 171 | 321 | table-cell |
| 18 | 309 | 171 | 321 | table-cell |
| 172 | 309 | 242 | 321 | table-cell |
| 172 | 309 | 242 | 321 | table-cell |
| 242 | 309 | 299 | 321 | table-cell |
| 242 | 309 | 299 | 321 | table-cell |
| 295 | 309 | 347 | 321 | table-cell |
| 295 | 309 | 347 | 321 | table-cell |
| 349 | 309 | 433 | 321 | table-cell |
| 349 | 309 | 433 | 321 | table-cell |
| 436 | 309 | 463 | 321 | table-cell |
| 436 | 309 | 463 | 321 | table-cell |
| 463 | 309 | 528 | 321 | table-cell |
| 463 | 309 | 528 | 321 | table-cell |
| 531 | 309 | 574 | 321 | table-cell |
| 531 | 309 | 574 | 321 | table-cell |
| 18 | 319 | 171 | 330 | table-cell |
| 18 | 319 | 171 | 330 | table-cell |
| 172 | 319 | 242 | 330 | table-cell |
| 172 | 319 | 242 | 330 | table-cell |
| 242 | 319 | 299 | 330 | table-cell |
| 242 | 319 | 299 | 330 | table-cell |
| 295 | 319 | 347 | 330 | table-cell |
| 295 | 319 | 347 | 330 | table-cell |
| 349 | 319 | 433 | 330 | table-cell |
| 349 | 319 | 433 | 330 | table-cell |
| 436 | 319 | 463 | 330 | table-cell |
| 436 | 319 | 463 | 330 | table-cell |
| 463 | 319 | 528 | 330 | table-cell |
| 463 | 319 | 528 | 330 | table-cell |
| 531 | 319 | 574 | 330 | table-cell |
| 531 | 319 | 574 | 330 | table-cell |
| 18 | 331 | 171 | 342 | table-cell |
| 18 | 331 | 171 | 342 | table-cell |
| 172 | 331 | 242 | 342 | table-cell |
| 172 | 331 | 242 | 342 | table-cell |
| 242 | 331 | 299 | 342 | table-cell |
| 242 | 331 | 299 | 342 | table-cell |
| 295 | 331 | 347 | 342 | table-cell |
| 295 | 331 | 347 | 342 | table-cell |
| 349 | 331 | 433 | 342 | table-cell |
| 349 | 331 | 433 | 342 | table-cell |
| 436 | 331 | 463 | 342 | table-cell |
| 436 | 331 | 463 | 342 | table-cell |
| 463 | 331 | 528 | 342 | table-cell |
| 463 | 331 | 528 | 342 | table-cell |
| 531 | 331 | 574 | 342 | table-cell |
| 531 | 331 | 574 | 342 | table-cell |
| 18 | 342 | 171 | 353 | table-cell |
| 18 | 342 | 171 | 353 | table-cell |
| 172 | 342 | 242 | 353 | table-cell |
| 172 | 342 | 242 | 353 | table-cell |
| 242 | 342 | 299 | 353 | table-cell |
| 242 | 342 | 299 | 353 | table-cell |
| 295 | 342 | 347 | 353 | table-cell |
| 295 | 342 | 347 | 353 | table-cell |
| 349 | 342 | 433 | 353 | table-cell |
| 349 | 342 | 433 | 353 | table-cell |
| 436 | 342 | 463 | 353 | table-cell |
| 436 | 342 | 463 | 353 | table-cell |
| 463 | 342 | 528 | 353 | table-cell |
| 463 | 342 | 528 | 353 | table-cell |
| 531 | 342 | 574 | 353 | table-cell |
| 531 | 342 | 574 | 353 | table-cell |
| 18 | 349 | 171 | 361 | table-cell |
| 18 | 349 | 171 | 361 | table-cell |
| 172 | 349 | 242 | 361 | table-cell |
| 172 | 349 | 242 | 361 | table-cell |
| 242 | 349 | 299 | 361 | table-cell |
| 242 | 349 | 299 | 361 | table-cell |
| 295 | 349 | 347 | 361 | table-cell |
| 295 | 349 | 347 | 361 | table-cell |
| 349 | 349 | 433 | 361 | table-cell |
| 349 | 349 | 433 | 361 | table-cell |
| 436 | 349 | 463 | 361 | table-cell |
| 436 | 349 | 463 | 361 | table-cell |
| 463 | 349 | 528 | 361 | table-cell |
| 463 | 349 | 528 | 361 | table-cell |
| 531 | 349 | 575 | 361 | table-cell |
| 531 | 349 | 575 | 361 | table-cell |
| 18 | 356 | 171 | 367 | table-cell |
| 18 | 356 | 171 | 367 | table-cell |
| 172 | 356 | 242 | 367 | table-cell |
| 172 | 356 | 242 | 367 | table-cell |
| 242 | 356 | 299 | 367 | table-cell |
| 242 | 356 | 299 | 367 | table-cell |
| 295 | 356 | 347 | 367 | table-cell |
| 295 | 356 | 347 | 367 | table-cell |
| 349 | 356 | 433 | 367 | table-cell |
| 349 | 356 | 433 | 367 | table-cell |
| 436 | 356 | 463 | 367 | table-cell |
| 436 | 356 | 463 | 367 | table-cell |
| 463 | 356 | 528 | 367 | table-cell |
| 463 | 356 | 528 | 367 | table-cell |
| 531 | 356 | 574 | 367 | table-cell |
| 531 | 356 | 574 | 367 | table-cell |
| 18 | 365 | 171 | 377 | table-cell |
| 18 | 365 | 171 | 377 | table-cell |
| 172 | 365 | 242 | 377 | table-cell |
| 172 | 365 | 242 | 377 | table-cell |
| 242 | 365 | 299 | 377 | table-cell |
| 242 | 365 | 299 | 377 | table-cell |
| 295 | 365 | 347 | 377 | table-cell |
| 295 | 365 | 347 | 377 | table-cell |
| 349 | 365 | 433 | 377 | table-cell |
| 349 | 365 | 433 | 377 | table-cell |
| 436 | 365 | 463 | 377 | table-cell |
| 436 | 365 | 463 | 377 | table-cell |
| 463 | 365 | 528 | 377 | table-cell |
| 463 | 365 | 528 | 377 | table-cell |
| 531 | 365 | 574 | 377 | table-cell |
| 531 | 365 | 574 | 377 | table-cell |
| 18 | 376 | 171 | 394 | table-cell |
| 18 | 376 | 171 | 394 | table-cell |
| 172 | 376 | 242 | 394 | table-cell |
| 172 | 376 | 242 | 394 | table-cell |
| 242 | 376 | 299 | 394 | table-cell |
| 242 | 376 | 299 | 394 | table-cell |
| 295 | 376 | 347 | 394 | table-cell |
| 295 | 376 | 347 | 394 | table-cell |
| 349 | 376 | 433 | 394 | table-cell |
| 349 | 376 | 433 | 394 | table-cell |
| 436 | 376 | 463 | 394 | table-cell |
| 436 | 376 | 463 | 394 | table-cell |
| 463 | 376 | 528 | 394 | table-cell |
| 463 | 376 | 528 | 394 | table-cell |
| 531 | 376 | 574 | 394 | table-cell |
| 531 | 376 | 574 | 394 | table-cell |
| 18 | 383 | 171 | 406 | table-cell |
| 18 | 383 | 171 | 406 | table-cell |
| 172 | 383 | 242 | 406 | table-cell |
| 172 | 383 | 242 | 406 | table-cell |
| 242 | 383 | 299 | 406 | table-cell |
| 242 | 383 | 299 | 406 | table-cell |
| 295 | 383 | 347 | 406 | table-cell |
| 295 | 383 | 347 | 406 | table-cell |
| 349 | 383 | 433 | 406 | table-cell |
| 349 | 383 | 433 | 406 | table-cell |
| 436 | 383 | 463 | 406 | table-cell |
| 436 | 383 | 463 | 406 | table-cell |
| 463 | 383 | 528 | 406 | table-cell |
| 463 | 383 | 528 | 406 | table-cell |
| 531 | 383 | 574 | 406 | table-cell |
| 531 | 383 | 574 | 406 | table-cell |
| 18 | 409 | 171 | 432 | table-cell |
| 18 | 409 | 171 | 432 | table-cell |
| 172 | 409 | 242 | 432 | table-cell |
| 172 | 409 | 242 | 432 | table-cell |
| 242 | 409 | 299 | 432 | table-cell |
| 242 | 409 | 299 | 432 | table-cell |
| 295 | 409 | 347 | 432 | table-cell |
| 295 | 409 | 347 | 432 | table-cell |
| 349 | 409 | 433 | 432 | table-cell |
| 349 | 409 | 433 | 432 | table-cell |
| 436 | 409 | 463 | 432 | table-cell |
| 436 | 409 | 463 | 432 | table-cell |
| 463 | 409 | 528 | 432 | table-cell |
| 463 | 409 | 528 | 432 | table-cell |
| 531 | 409 | 574 | 432 | table-cell |
| 531 | 409 | 574 | 432 | table-cell |
| 18 | 421 | 171 | 439 | table-cell |
| 18 | 421 | 171 | 439 | table-cell |
| 172 | 421 | 242 | 439 | table-cell |
| 172 | 421 | 242 | 439 | table-cell |
| 242 | 421 | 299 | 439 | table-cell |
| 242 | 421 | 299 | 439 | table-cell |
| 295 | 421 | 347 | 439 | table-cell |
| 295 | 421 | 347 | 439 | table-cell |
| 349 | 421 | 433 | 439 | table-cell |
| 349 | 421 | 433 | 439 | table-cell |
| 436 | 421 | 463 | 439 | table-cell |
| 436 | 421 | 463 | 439 | table-cell |
| 463 | 421 | 528 | 439 | table-cell |
| 463 | 421 | 528 | 439 | table-cell |
| 531 | 421 | 574 | 439 | table-cell |
| 531 | 421 | 574 | 439 | table-cell |
| 18 | 432 | 171 | 444 | table-cell |
| 18 | 432 | 171 | 444 | table-cell |
| 172 | 432 | 242 | 444 | table-cell |
| 172 | 432 | 242 | 444 | table-cell |
| 242 | 432 | 299 | 444 | table-cell |
| 242 | 432 | 299 | 444 | table-cell |
| 295 | 432 | 347 | 444 | table-cell |
| 295 | 432 | 347 | 444 | table-cell |
| 349 | 432 | 433 | 444 | table-cell |
| 349 | 432 | 433 | 444 | table-cell |
| 436 | 432 | 463 | 444 | table-cell |
| 436 | 432 | 463 | 444 | table-cell |
| 463 | 432 | 528 | 444 | table-cell |
| 463 | 432 | 528 | 444 | table-cell |
| 531 | 432 | 574 | 444 | table-cell |
| 531 | 432 | 574 | 444 | table-cell |
| 18 | 437 | 171 | 449 | table-cell |
| 18 | 437 | 171 | 449 | table-cell |
| 172 | 437 | 242 | 449 | table-cell |
| 172 | 437 | 242 | 449 | table-cell |
| 242 | 437 | 299 | 449 | table-cell |
| 242 | 437 | 299 | 449 | table-cell |
| 295 | 437 | 347 | 449 | table-cell |
| 295 | 437 | 347 | 449 | table-cell |
| 349 | 437 | 433 | 449 | table-cell |
| 349 | 437 | 433 | 449 | table-cell |
| 436 | 437 | 463 | 449 | table-cell |
| 436 | 437 | 463 | 449 | table-cell |
| 463 | 437 | 528 | 449 | table-cell |
| 463 | 437 | 528 | 449 | table-cell |
| 531 | 437 | 574 | 449 | table-cell |
| 531 | 437 | 574 | 449 | table-cell |
| 18 | 444 | 171 | 455 | table-cell |
| 18 | 444 | 171 | 455 | table-cell |
| 172 | 444 | 242 | 455 | table-cell |
| 172 | 444 | 242 | 455 | table-cell |
| 242 | 444 | 299 | 455 | table-cell |
| 242 | 444 | 299 | 455 | table-cell |
| 295 | 444 | 347 | 455 | table-cell |
| 295 | 444 | 347 | 455 | table-cell |
| 349 | 444 | 433 | 455 | table-cell |
| 349 | 444 | 433 | 455 | table-cell |
| 436 | 444 | 463 | 455 | table-cell |
| 436 | 444 | 463 | 455 | table-cell |
| 463 | 444 | 528 | 455 | table-cell |
| 463 | 444 | 528 | 455 | table-cell |
| 531 | 444 | 574 | 455 | table-cell |
| 531 | 444 | 574 | 455 | table-cell |
| 18 | 450 | 171 | 461 | table-cell |
| 18 | 450 | 171 | 461 | table-cell |
| 172 | 450 | 242 | 461 | table-cell |
| 172 | 450 | 242 | 461 | table-cell |
| 242 | 450 | 299 | 461 | table-cell |
| 242 | 450 | 299 | 461 | table-cell |
| 295 | 450 | 347 | 461 | table-cell |
| 295 | 450 | 347 | 461 | table-cell |
| 349 | 450 | 433 | 461 | table-cell |
| 349 | 450 | 433 | 461 | table-cell |
| 436 | 450 | 463 | 461 | table-cell |
| 436 | 450 | 463 | 461 | table-cell |
| 463 | 450 | 528 | 461 | table-cell |
| 463 | 450 | 528 | 461 | table-cell |
| 531 | 450 | 574 | 461 | table-cell |
| 531 | 450 | 574 | 461 | table-cell |
| 18 | 456 | 171 | 468 | table-cell |
| 18 | 456 | 171 | 468 | table-cell |
| 172 | 456 | 242 | 468 | table-cell |
| 172 | 456 | 242 | 468 | table-cell |
| 242 | 456 | 299 | 468 | table-cell |
| 242 | 456 | 299 | 468 | table-cell |
| 295 | 456 | 347 | 468 | table-cell |
| 295 | 456 | 347 | 468 | table-cell |
| 349 | 456 | 433 | 468 | table-cell |
| 349 | 456 | 433 | 468 | table-cell |
| 436 | 456 | 463 | 468 | table-cell |
| 436 | 456 | 463 | 468 | table-cell |
| 463 | 456 | 528 | 468 | table-cell |
| 463 | 456 | 528 | 468 | table-cell |
| 531 | 456 | 574 | 468 | table-cell |
| 531 | 456 | 574 | 468 | table-cell |
| 18 | 463 | 171 | 474 | table-cell |
| 18 | 463 | 171 | 474 | table-cell |
| 172 | 463 | 242 | 474 | table-cell |
| 172 | 463 | 242 | 474 | table-cell |
| 242 | 463 | 299 | 474 | table-cell |
| 242 | 463 | 299 | 474 | table-cell |
| 295 | 463 | 347 | 474 | table-cell |
| 295 | 463 | 347 | 474 | table-cell |
| 349 | 463 | 433 | 474 | table-cell |
| 349 | 463 | 433 | 474 | table-cell |
| 436 | 463 | 463 | 474 | table-cell |
| 436 | 463 | 463 | 474 | table-cell |
| 463 | 463 | 528 | 474 | table-cell |
| 463 | 463 | 528 | 474 | table-cell |
| 531 | 463 | 574 | 474 | table-cell |
| 531 | 463 | 574 | 474 | table-cell |
| 18 | 469 | 171 | 482 | table-cell |
| 18 | 469 | 171 | 482 | table-cell |
| 172 | 469 | 242 | 482 | table-cell |
| 172 | 469 | 242 | 482 | table-cell |
| 242 | 469 | 299 | 482 | table-cell |
| 242 | 469 | 299 | 482 | table-cell |
| 295 | 469 | 347 | 482 | table-cell |
| 295 | 469 | 347 | 482 | table-cell |
| 349 | 469 | 433 | 482 | table-cell |
| 349 | 469 | 433 | 482 | table-cell |
| 436 | 469 | 463 | 482 | table-cell |
| 436 | 469 | 463 | 482 | table-cell |
| 463 | 469 | 528 | 482 | table-cell |
| 463 | 469 | 528 | 482 | table-cell |
| 531 | 469 | 574 | 482 | table-cell |
| 531 | 469 | 574 | 482 | table-cell |
| 18 | 476 | 171 | 492 | table-cell |
| 18 | 476 | 171 | 492 | table-cell |
| 172 | 476 | 242 | 492 | table-cell |
| 172 | 476 | 242 | 492 | table-cell |
| 242 | 476 | 299 | 492 | table-cell |
| 242 | 476 | 299 | 492 | table-cell |
| 295 | 476 | 347 | 492 | table-cell |
| 295 | 476 | 347 | 492 | table-cell |
| 349 | 476 | 433 | 492 | table-cell |
| 349 | 476 | 433 | 492 | table-cell |
| 436 | 476 | 463 | 492 | table-cell |
| 436 | 476 | 463 | 492 | table-cell |
| 463 | 476 | 528 | 492 | table-cell |
| 463 | 476 | 528 | 492 | table-cell |
| 531 | 476 | 574 | 492 | table-cell |
| 531 | 476 | 574 | 492 | table-cell |
