,hidden,rnn_type,epochs,dropout,lr,layers
0,200,RNN_TANH,1,0.0,0.5,1
1,200,RNN_TANH,1,0.0,0.5,2
2,200,RNN_TANH,1,0.0,0.5,3
3,200,RNN_TANH,1,0.0,0.5,5
4,200,RNN_TANH,1,0.0,2.0,1
5,200,RNN_TANH,1,0.0,2.0,2
6,200,RNN_TANH,1,0.0,2.0,3
7,200,RNN_TANH,1,0.0,2.0,5
8,200,RNN_TANH,1,0.2,0.5,1
9,200,RNN_TANH,1,0.2,0.5,2
10,200,RNN_TANH,1,0.2,0.5,3
11,200,RNN_TANH,1,0.2,0.5,5
12,200,RNN_TANH,1,0.2,2.0,1
13,200,RNN_TANH,1,0.2,2.0,2
14,200,RNN_TANH,1,0.2,2.0,3
15,200,RNN_TANH,1,0.2,2.0,5
16,200,RNN_TANH,1,0.5,0.5,1
17,200,RNN_TANH,1,0.5,0.5,2
18,200,RNN_TANH,1,0.5,0.5,3
19,200,RNN_TANH,1,0.5,0.5,5
20,200,RNN_TANH,1,0.5,2.0,1
21,200,RNN_TANH,1,0.5,2.0,2
22,200,RNN_TANH,1,0.5,2.0,3
23,200,RNN_TANH,1,0.5,2.0,5
24,200,RNN_TANH,12,0.0,0.5,1
25,200,RNN_TANH,12,0.0,0.5,2
26,200,RNN_TANH,12,0.0,0.5,3
27,200,RNN_TANH,12,0.0,0.5,5
28,200,RNN_TANH,12,0.0,2.0,1
29,200,RNN_TANH,12,0.0,2.0,2
30,200,RNN_TANH,12,0.0,2.0,3
31,200,RNN_TANH,12,0.0,2.0,5
32,200,RNN_TANH,12,0.2,0.5,1
33,200,RNN_TANH,12,0.2,0.5,2
34,200,RNN_TANH,12,0.2,0.5,3
35,200,RNN_TANH,12,0.2,0.5,5
36,200,RNN_TANH,12,0.2,2.0,1
37,200,RNN_TANH,12,0.2,2.0,2
38,200,RNN_TANH,12,0.2,2.0,3
39,200,RNN_TANH,12,0.2,2.0,5
40,200,RNN_TANH,12,0.5,0.5,1
41,200,RNN_TANH,12,0.5,0.5,2
42,200,RNN_TANH,12,0.5,0.5,3
43,200,RNN_TANH,12,0.5,0.5,5
44,200,RNN_TANH,12,0.5,2.0,1
45,200,RNN_TANH,12,0.5,2.0,2
46,200,RNN_TANH,12,0.5,2.0,3
47,200,RNN_TANH,12,0.5,2.0,5
48,200,RNN_TANH,32,0.0,0.5,1
49,200,RNN_TANH,32,0.0,0.5,2
50,200,RNN_TANH,32,0.0,0.5,3
51,200,RNN_TANH,32,0.0,0.5,5
52,200,RNN_TANH,32,0.0,2.0,1
53,200,RNN_TANH,32,0.0,2.0,2
54,200,RNN_TANH,32,0.0,2.0,3
55,200,RNN_TANH,32,0.0,2.0,5
56,200,RNN_TANH,32,0.2,0.5,1
57,200,RNN_TANH,32,0.2,0.5,2
58,200,RNN_TANH,32,0.2,0.5,3
59,200,RNN_TANH,32,0.2,0.5,5
60,200,RNN_TANH,32,0.2,2.0,1
61,200,RNN_TANH,32,0.2,2.0,2
62,200,RNN_TANH,32,0.2,2.0,3
63,200,RNN_TANH,32,0.2,2.0,5
64,200,RNN_TANH,32,0.5,0.5,1
65,200,RNN_TANH,32,0.5,0.5,2
66,200,RNN_TANH,32,0.5,0.5,3
67,200,RNN_TANH,32,0.5,0.5,5
68,200,RNN_TANH,32,0.5,2.0,1
69,200,RNN_TANH,32,0.5,2.0,2
70,200,RNN_TANH,32,0.5,2.0,3
71,200,RNN_TANH,32,0.5,2.0,5
72,200,RNN_RELU,1,0.0,0.5,1
73,200,RNN_RELU,1,0.0,0.5,2
74,200,RNN_RELU,1,0.0,0.5,3
75,200,RNN_RELU,1,0.0,0.5,5
76,200,RNN_RELU,1,0.0,2.0,1
77,200,RNN_RELU,1,0.0,2.0,2
78,200,RNN_RELU,1,0.0,2.0,3
79,200,RNN_RELU,1,0.0,2.0,5
80,200,RNN_RELU,1,0.2,0.5,1
81,200,RNN_RELU,1,0.2,0.5,2
82,200,RNN_RELU,1,0.2,0.5,3
83,200,RNN_RELU,1,0.2,0.5,5
84,200,RNN_RELU,1,0.2,2.0,1
85,200,RNN_RELU,1,0.2,2.0,2
86,200,RNN_RELU,1,0.2,2.0,3
87,200,RNN_RELU,1,0.2,2.0,5
88,200,RNN_RELU,1,0.5,0.5,1
89,200,RNN_RELU,1,0.5,0.5,2
90,200,RNN_RELU,1,0.5,0.5,3
91,200,RNN_RELU,1,0.5,0.5,5
92,200,RNN_RELU,1,0.5,2.0,1
93,200,RNN_RELU,1,0.5,2.0,2
94,200,RNN_RELU,1,0.5,2.0,3
95,200,RNN_RELU,1,0.5,2.0,5
96,200,RNN_RELU,12,0.0,0.5,1
97,200,RNN_RELU,12,0.0,0.5,2
98,200,RNN_RELU,12,0.0,0.5,3
99,200,RNN_RELU,12,0.0,0.5,5
100,200,RNN_RELU,12,0.0,2.0,1
