,annealing_loss_improvement_pct,batch_size,bptt,clip,cuda,datapath,device,dropout,dry_run,emsize,epochs,log_interval,lr,rnn_type,nhead,hidden_size,num_layers,onnx_export,save,filename,seed,tied,best_val_loss,epoch_num,epoch_time,val_loss,val_perplexity,test_loss,test_perplexity,learned_parameters,total_time
0,1.0,20,35,0.25,True,./data/wikitext-2,,0.0,False,200,1,200,0.5,RNN_TANH,2,200,1,,model.pt,model_epochs_1_rnn_type_RNN_TANH_hidden_size_200_batch_size_20_bptt_35_num_layers_1,1111,False,,1,22.6788,6.5899,727.6933,6.5198,678.4218,13424878,22.6788
1,1.0,20,35,0.25,True,./data/wikitext-2,,0.0,False,200,1,200,0.5,RNN_TANH,2,200,2,,model.pt,model_epochs_1_rnn_type_RNN_TANH_hidden_size_200_batch_size_20_bptt_35_num_layers_2,1111,False,,1,32.1066,7.2801,1451.1062,6.838,932.6119,13505278,32.1066
2,1.0,20,35,0.25,True,./data/wikitext-2,,0.0,False,200,1,200,0.5,RNN_TANH,2,200,3,,model.pt,model_epochs_1_rnn_type_RNN_TANH_hidden_size_200_batch_size_20_bptt_35_num_layers_3,1111,False,,1,38.0426,6.7316,838.4464,6.6617,781.8629,13585678,38.0426
3,1.0,20,35,0.25,True,./data/wikitext-2,,0.0,False,200,1,200,0.5,RNN_TANH,2,200,5,,model.pt,model_epochs_1_rnn_type_RNN_TANH_hidden_size_200_batch_size_20_bptt_35_num_layers_5,1111,False,,1,55.4573,6.9611,1054.8202,6.8972,989.5211,13746478,55.4573
4,1.0,20,35,0.25,True,./data/wikitext-2,,0.0,False,200,1,200,2.0,RNN_TANH,2,200,1,,model.pt,model_epochs_1_rnn_type_RNN_TANH_hidden_size_200_batch_size_20_bptt_35_num_layers_1,1111,False,,1,22.6129,6.186,485.9174,6.1095,450.0999,13424878,22.6129
5,1.0,20,35,0.25,True,./data/wikitext-2,,0.0,False,200,1,200,2.0,RNN_TANH,2,200,2,,model.pt,model_epochs_1_rnn_type_RNN_TANH_hidden_size_200_batch_size_20_bptt_35_num_layers_2,1111,False,,1,32.4272,6.1074,449.1508,6.0216,412.227,13505278,32.4272
6,1.0,20,35,0.25,True,./data/wikitext-2,,0.0,False,200,1,200,2.0,RNN_TANH,2,200,3,,model.pt,model_epochs_1_rnn_type_RNN_TANH_hidden_size_200_batch_size_20_bptt_35_num_layers_3,1111,False,,1,38.2982,6.1586,472.7754,6.0743,434.5387,13585678,38.2982
7,1.0,20,35,0.25,True,./data/wikitext-2,,0.0,False,200,1,200,2.0,RNN_TANH,2,200,5,,model.pt,model_epochs_1_rnn_type_RNN_TANH_hidden_size_200_batch_size_20_bptt_35_num_layers_5,1111,False,,1,55.4874,6.2204,502.9132,6.1347,461.61,13746478,55.4874
8,1.0,20,35,0.25,True,./data/wikitext-2,,0.2,False,200,1,200,0.5,RNN_TANH,2,200,1,,model.pt,model_epochs_1_rnn_type_RNN_TANH_hidden_size_200_batch_size_20_bptt_35_num_layers_1,1111,False,,1,22.7382,6.9294,1021.8392,6.4549,635.8124,13424878,22.7382
9,1.0,20,35,0.25,True,./data/wikitext-2,,0.2,False,200,1,200,0.5,RNN_TANH,2,200,2,,model.pt,model_epochs_1_rnn_type_RNN_TANH_hidden_size_200_batch_size_20_bptt_35_num_layers_2,1111,False,,1,35.5136,7.4974,1803.3045,6.7131,823.128,13505278,35.5136
