bande_src,bande_dst,detecteur,delta_t,Hsat,vground
B1,B2,D01,-2.328246203,791081.6402,6716.026777
B1,B2,D02,2.323503465,791081.6402,6716.026777
B1,B2,D03,-2.297386973,791081.6402,6716.026777
B1,B2,D04,2.299412183,791081.6402,6716.026777
B1,B2,D05,-2.281183515,791081.6402,6716.026777
B1,B2,D06,2.288498988,791085.1295,6716.021793
B1,B2,D07,-2.277575403,791081.6402,6716.026777
B1,B2,D08,2.291145473,791081.6402,6716.026777
B1,B2,D09,-2.28694287,791081.6402,6716.026777
B1,B2,D10,2.306125683,791081.6402,6716.026777
B1,B2,D11,-2.308971417,791081.6402,6716.026777
B1,B2,D12,2.33695909,791081.6402,6716.026777
B1,B3,D01,-1.803974866,791081.6402,6716.026777
B1,B3,D02,1.800394168,791081.6402,6716.026777
B1,B3,D03,-1.779650717,791081.6402,6716.026777
B1,B3,D04,1.782230771,791081.6402,6716.026777
B1,B3,D05,-1.767446303,791081.6402,6716.026777
B1,B3,D06,1.773187829,791085.1295,6716.021793
B1,B3,D07,-1.764805265,791081.6402,6716.026777
B1,B3,D08,1.775813012,791081.6402,6716.026777
B1,B3,D09,-1.771743867,791081.6402,6716.026777
B1,B3,D10,1.787401022,791081.6402,6716.026777
B1,B3,D11,-1.790434105,791081.6402,6716.026777
B1,B3,D12,1.811361872,791081.6402,6716.026777
B1,B4,D01,-1.322046133,791081.6402,6716.026777
B1,B4,D02,1.316522733,791081.6402,6716.026777
B1,B4,D03,-1.304520612,791081.6402,6716.026777
B1,B4,D04,1.303238678,791081.6402,6716.026777
B1,B4,D05,-1.295730355,791081.6402,6716.026777
B1,B4,D06,1.296405378,791085.1295,6716.021793
B1,B4,D07,-1.293384426,791081.6402,6716.026777
B1,B4,D08,1.29819585,791081.6402,6716.026777
B1,B4,D09,-1.298752591,791081.6402,6716.026777
B1,B4,D10,1.306980348,791081.6402,6716.026777
B1,B4,D11,-1.311256216,791081.6402,6716.026777
B1,B4,D12,1.324676708,791081.6402,6716.026777
B1,B5,D01,-1.058700831,791081.6402,6716.026777
B1,B5,D02,1.05380624,791081.6402,6716.026777
B1,B5,D03,-1.044677172,791081.6402,6716.026777
B1,B5,D04,1.043821359,791081.6402,6716.026777
B1,B5,D05,-1.037768099,791081.6402,6716.026777
B1,B5,D06,1.037431787,791085.1295,6716.021793
B1,B5,D07,-1.035929,791081.6402,6716.026777
B1,B5,D08,1.039856121,791081.6402,6716.026777
B1,B5,D09,-1.040300167,791081.6402,6716.026777
B1,B5,D10,1.046600614,791081.6402,6716.026777
B1,B5,D11,-1.049810156,791081.6402,6716.026777
B1,B5,D12,1.061453632,791081.6402,6716.026777
B1,B6,D01,-0.798069393,791081.6402,6716.026777
B1,B6,D02,0.788078568,791081.6402,6716.026777
B1,B6,D03,-0.787742484,791081.6402,6716.026777
B1,B6,D04,0.780505835,791081.6402,6716.026777
B1,B6,D05,-0.782581263,791081.6402,6716.026777
B1,B6,D06,0.776145315,791085.1295,6716.021793
B1,B6,D07,-0.781078252,791081.6402,6716.026777
B1,B6,D08,0.777328638,791081.6402,6716.026777
B1,B6,D09,-0.784165349,791081.6402,6716.026777
B1,B6,D10,0.782753207,791081.6402,6716.026777
B1,B6,D11,-0.792142271,791081.6402,6716.026777
B1,B6,D12,0.793973619,791081.6402,6716.026777
B1,B7,D01,-0.534557368,791081.6402,6716.026777
B1,B7,D02,0.524694588,791081.6402,6716.026777
B1,B7,D03,-0.527649864,791081.6402,6716.026777
B1,B7,D04,0.519681342,791081.6402,6716.026777
B1,B7,D05,-0.524532014,791081.6402,6716.026777
B1,B7,D06,0.517068392,791085.1295,6716.021793
B1,B7,D07,-0.523304229,791081.6402,6716.026777
B1,B7,D08,0.517443789,791081.6402,6716.026777
B1,B7,D09,-0.525337517,791081.6402,6716.026777
B1,B7,D10,0.520671117,791081.6402,6716.026777
B1,B7,D11,-0.530218451,791081.6402,6716.026777
B1,B7,D12,0.528518241,791081.6402,6716.026777
B1,B8,D01,-2.066306514,791081.6402,6716.026777
B1,B8,D02,2.062442814,791081.6402,6716.026777
B1,B8,D03,-2.038550853,791081.6402,6716.026777
B1,B8,D04,2.041563621,791081.6402,6716.026777
B1,B8,D05,-2.024691023,791081.6402,6716.026777
B1,B8,D06,2.031580464,791085.1295,6716.021793
B1,B8,D07,-2.021481186,791081.6402,6716.026777
B1,B8,D08,2.03405082,791081.6402,6716.026777
B1,B8,D09,-2.028983273,791081.6402,6716.026777
B1,B8,D10,2.047393842,791081.6402,6716.026777
B1,B8,D11,-2.049519162,791081.6402,6716.026777
B1,B8,D12,2.075034418,791081.6402,6716.026777
B1,B8a,D01,-0.27452774,791081.6402,6716.026777
B1,B8a,D02,0.259146261,791081.6402,6716.026777
B1,B8a,D03,-0.270501171,791081.6402,6716.026777
B1,B8a,D04,0.256619837,791081.6402,6716.026777
B1,B8a,D05,-0.269299027,791081.6402,6716.026777
B1,B8a,D06,0.254935842,791085.1295,6716.021793
B1,B8a,D07,-0.268796823,791081.6402,6716.026777
B1,B8a,D08,0.255147992,791081.6402,6716.026777
B1,B8a,D09,-0.269925849,791081.6402,6716.026777
B1,B8a,D10,0.256825263,791081.6402,6716.026777
B1,B8a,D11,-0.272514902,791081.6402,6716.026777
B1,B8a,D12,0.261022391,791081.6402,6716.026777
B1,B9,D01,0.267535025,791081.6402,6716.026777
B1,B9,D02,-0.273338357,791081.6402,6716.026777
B1,B9,D03,0.26441529,791081.6402,6716.026777
B1,B9,D04,-0.270690165,791081.6402,6716.026777
B1,B9,D05,0.262221737,791081.6402,6716.026777
B1,B9,D06,-0.269079934,791085.1295,6716.021793
B1,B9,D07,0.261789424,791081.6402,6716.026777
B1,B9,D08,-0.269443411,791081.6402,6716.026777
B1,B9,D09,0.263182444,791081.6402,6716.026777
B1,B9,D10,-0.271446186,791081.6402,6716.026777
B1,B9,D11,0.264659907,791081.6402,6716.026777
B1,B9,D12,-0.274407489,791081.6402,6716.026777
B1,B10,D01,-1.443826945,791081.6402,6716.026777
B1,B10,D02,1.475030609,791081.6402,6716.026777
B1,B10,D03,-1.427503027,791081.6402,6716.026777
B1,B10,D04,1.459079728,791081.6402,6716.026777
B1,B10,D05,-1.414805288,791081.6402,6716.026777
B1,B10,D06,1.453789454,791085.1295,6716.021793
B1,B10,D07,-1.412345936,791081.6402,6716.026777
B1,B10,D08,1.454472582,791081.6402,6716.026777
B1,B10,D09,-1.415296918,791081.6402,6716.026777
B1,B10,D10,1.465879033,791081.6402,6716.026777
B1,B10,D11,-1.431336119,791081.6402,6716.026777
B1,B10,D12,1.486288092,791081.6402,6716.026777
B1,B11,D01,-0.82027217,791081.6402,6716.026777
B1,B11,D02,0.844349692,791081.6402,6716.026777
B1,B11,D03,-0.810375116,791081.6402,6716.026777
B1,B11,D04,0.834758743,791081.6402,6716.026777
B1,B11,D05,-0.803545584,791081.6402,6716.026777
B1,B11,D06,0.832504625,791085.1295,6716.021793
B1,B11,D07,-0.802085785,791081.6402,6716.026777
B1,B11,D08,0.833904127,791081.6402,6716.026777
B1,B11,D09,-0.802603914,791081.6402,6716.026777
B1,B11,D10,0.84205226,791081.6402,6716.026777
B1,B11,D11,-0.811724476,791081.6402,6716.026777
B1,B11,D12,0.854203313,791081.6402,6716.026777
B1,B12,D01,-0.196139032,791081.6402,6716.026777
B1,B12,D02,0.214012906,791081.6402,6716.026777
B1,B12,D03,-0.194576135,791081.6402,6716.026777
B1,B12,D04,0.211374352,791081.6402,6716.026777
B1,B12,D05,-0.192937513,791081.6402,6716.026777
B1,B12,D06,0.212087197,791085.1295,6716.021793
B1,B12,D07,-0.191985863,791081.6402,6716.026777
B1,B12,D08,0.212907461,791081.6402,6716.026777
B1,B12,D09,-0.190782442,791081.6402,6716.026777
B1,B12,D10,0.216932789,791081.6402,6716.026777
B1,B12,D11,-0.193740146,791081.6402,6716.026777
B1,B12,D12,0.220229565,791081.6402,6716.026777
B2,B1,D01,2.328288327,791081.6402,6716.026777
B2,B1,D02,-2.323354779,791081.6402,6716.026777
B2,B1,D03,2.297390772,791081.6402,6716.026777
B2,B1,D04,-2.299360378,791081.6402,6716.026777
B2,B1,D05,2.281172863,791081.6402,6716.026777
B2,B1,D06,-2.288489297,791085.1295,6716.021793
B2,B1,D07,2.277564563,791081.6402,6716.026777
B2,B1,D08,-2.291132316,791081.6402,6716.026777
B2,B1,D09,2.286942798,791081.6402,6716.026777
B2,B1,D10,-2.306068963,791081.6402,6716.026777
B2,B1,D11,2.30899959,791081.6402,6716.026777
B2,B1,D12,-2.336797026,791081.6402,6716.026777
B2,B3,D01,0.524285553,791081.6402,6716.026777
B2,B3,D02,-0.523080876,791081.6402,6716.026777
B2,B3,D03,0.517749899,791081.6402,6716.026777
B2,B3,D04,-0.517167722,791081.6402,6716.026777
B2,B3,D05,0.513757337,791081.6402,6716.026777
B2,B3,D06,-0.515302068,791085.1295,6716.021793
B2,B3,D07,0.512801261,791081.6402,6716.026777
B2,B3,D08,-0.515313079,791081.6402,6716.026777
B2,B3,D09,0.515245602,791081.6402,6716.026777
B2,B3,D10,-0.518691048,791081.6402,6716.026777
B2,B3,D11,0.518599256,791081.6402,6716.026777
B2,B3,D12,-0.525537007,791081.6402,6716.026777
B2,B4,D01,1.006218326,791081.6402,6716.026777
B2,B4,D02,-1.006907086,791081.6402,6716.026777
B2,B4,D03,0.992862923,791081.6402,6716.026777
B2,B4,D04,-0.996144184,791081.6402,6716.026777
B2,B4,D05,0.985441559,791081.6402,6716.026777
B2,B4,D06,-0.992084672,791085.1295,6716.021793
B2,B4,D07,0.984178619,791081.6402,6716.026777
B2,B4,D08,-0.992937302,791081.6402,6716.026777
B2,B4,D09,0.988182676,791081.6402,6716.026777
B2,B4,D10,-0.999114937,791081.6402,6716.026777
B2,B4,D11,0.997720722,791081.6402,6716.026777
B2,B4,D12,-1.012208078,791081.6402,6716.026777
B2,B5,D01,1.269585237,791081.6402,6716.026777
B2,B5,D02,-1.269627311,791081.6402,6716.026777
B2,B5,D03,1.252727035,791081.6402,6716.026777
B2,B5,D04,-1.255572481,791081.6402,6716.026777
B2,B5,D05,1.243423349,791081.6402,6716.026777
B2,B5,D06,-1.251070178,791085.1295,6716.021793
B2,B5,D07,1.241654415,791081.6402,6716.026777
B2,B5,D08,-1.251292205,791081.6402,6716.026777
B2,B5,D09,1.246660544,791081.6402,6716.026777
B2,B5,D10,-1.259501665,791081.6402,6716.026777
B2,B5,D11,1.259202477,791081.6402,6716.026777
B2,B5,D12,-1.275422014,791081.6402,6716.026777
