## Collection Inspection (318 elements)

### Word Elements

| text | x0 | top | x1 | bottom | font_family | font_variant | size | bold | italic | source | confidence | color |
|   | 14 | 615 | 16 | 625 | Calibri | BCNMPH | 10 | False | False | native | 1.00 | #49442a |
|   | 305 | 640 | 308 | 648 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
| Č | 305 | 649 | 311 | 657 | Arial | BCOMPC | 8 | True | False | native | 1.00 | #000000 |
| lenové konsorcia | 311 | 649 | 376 | 657 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
|   | 305 | 658 | 308 | 666 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
| Australian Counccil for Educatioonal Research (ACE... | 312 | 668 | 552 | 676 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
|  | 305 | 668 | 309 | 676 | SymbolMT | BCONAE | 8 | False | False | native | 1.00 | #000000 |
|   | 309 | 669 | 311 | 677 | Arial | EQNPUL | 8 | False | False | native | 1.00 | #000000 |
| cApStAn Linguistic Quality Conntrol (Belgie)  | 312 | 678 | 480 | 686 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
|  | 305 | 678 | 309 | 686 | SymbolMT | BCONAE | 8 | False | False | native | 1.00 | #000000 |
|   | 309 | 679 | 311 | 687 | Arial | EQNPUL | 8 | False | False | native | 1.00 | #000000 |
| Deutsches Instituut für Internatioonale Pädagoggis... | 312 | 687 | 553 | 695 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
|  | 305 | 687 | 309 | 695 | SymbolMT | BCONAE | 8 | False | False | native | 1.00 | #000000 |
|   | 309 | 688 | 311 | 696 | Arial | EQNPUL | 8 | False | False | native | 1.00 | #000000 |
| (DIPF, N | 323 | 697 | 354 | 705 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
| ě | 354 | 697 | 359 | 705 | Arial | BCOMPC | 8 | True | False | native | 1.00 | #000000 |
| meckko)  | 359 | 697 | 388 | 705 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
| Educational Testing Service (ETTS, USA)  | 312 | 706 | 465 | 714 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
|  | 305 | 706 | 309 | 714 | SymbolMT | BCONAE | 8 | False | False | native | 1.00 | #000000 |
|   | 309 | 707 | 311 | 715 | Arial | EQNPUL | 8 | False | False | native | 1.00 | #000000 |
| Insstitutt for Lærerutdanning og Skoleutviklingg (... | 312 | 716 | 540 | 724 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
|  | 305 | 716 | 309 | 724 | SymbolMT | BCONAE | 8 | False | False | native | 1.00 | #000000 |
|   | 309 | 717 | 311 | 725 | Arial | EQNPUL | 8 | False | False | native | 1.00 | #000000 |
| Leiibniz - Institutee for Science annd Mathematicc... | 312 | 726 | 533 | 734 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
|  | 305 | 726 | 309 | 734 | SymbolMT | BCONAE | 8 | False | False | native | 1.00 | #000000 |
|   | 309 | 727 | 311 | 735 | Arial | EQNPUL | 8 | False | False | native | 1.00 | #000000 |
| (IPN, N | 323 | 735 | 349 | 743 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
| ě | 349 | 735 | 354 | 743 | Arial | BCOMPC | 8 | True | False | native | 1.00 | #000000 |
| meckoo)  | 354 | 735 | 384 | 743 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
| Nattional Institutefor Educationnal Policy Reseear... | 312 | 745 | 572 | 753 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
|  | 305 | 745 | 309 | 753 | SymbolMT | BCONAE | 8 | False | False | native | 1.00 | #000000 |
|   | 309 | 746 | 311 | 754 | Arial | EQNPUL | 8 | False | False | native | 1.00 | #000000 |
| Thee Tao Initiativee: CRP - Henri TTudor and Univv... | 312 | 755 | 573 | 763 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
|  | 305 | 755 | 309 | 763 | SymbolMT | BCONAE | 8 | False | False | native | 1.00 | #000000 |
|   | 309 | 755 | 311 | 763 | Arial | EQNPUL | 8 | False | False | native | 1.00 | #000000 |
| EMACS (Lucemmbursko)  | 323 | 764 | 414 | 772 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
| Unité d'analyse ddes systèmes eet des pratiques d'... | 312 | 773 | 556 | 781 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
|  | 305 | 774 | 309 | 782 | SymbolMT | BCONAE | 8 | False | False | native | 1.00 | #000000 |
|   | 309 | 774 | 311 | 782 | Arial | EQNPUL | 8 | False | False | native | 1.00 | #000000 |
| (aSPe, Belgie) | 323 | 783 | 377 | 791 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
| Weestat (USA)  | 312 | 792 | 365 | 800 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |
|  | 305 | 792 | 309 | 800 | SymbolMT | BCONAE | 8 | False | False | native | 1.00 | #000000 |
|   | 309 | 793 | 311 | 801 | Arial | EQNPUL | 8 | False | False | native | 1.00 | #000000 |
|   | 269 | 802 | 272 | 810 | Arial | BCOMPD | 8 | True | False | native | 1.00 | #000000 |

### Title Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 84 | 46 | 495 | 103 | title |
| 304 | 647 | 377 | 658 | title |

### Rect Elements

| x0 | top | x1 | bottom | width | height | stroke | fill | stroke_width |
|------|------|------|------|------|------|------|------|------|
| 6 | 105 | 54 | 105 | 48 | 0 | #000000 | #000000 | 0 |
| 54 | 105 | 108 | 105 | 54 | 0 | #000000 | #000000 | 0 |
| 108 | 105 | 161 | 105 | 54 | 0 | #000000 | #000000 | 0 |
| 161 | 105 | 215 | 105 | 54 | 0 | #000000 | #000000 | 0 |
| 215 | 105 | 269 | 105 | 54 | 0 | #000000 | #000000 | 0 |
| 269 | 105 | 323 | 105 | 54 | 0 | #000000 | #000000 | 0 |
| 376 | 105 | 430 | 105 | 54 | 0 | #000000 | #000000 | 0 |
| 430 | 105 | 484 | 105 | 54 | 0 | #000000 | #000000 | 0 |
| 484 | 105 | 538 | 105 | 54 | 0 | #000000 | #000000 | 0 |
| 538 | 105 | 573 | 105 | 36 | 0 | #000000 | #000000 | 0 |
| 327 | 187 | 328 | 188 | 0 | 0 | #000000 | #000000 | 0 |
| 327 | 187 | 376 | 188 | 49 | 0 | #000000 | #000000 | 0 |
| 376 | 187 | 430 | 188 | 54 | 0 | #000000 | #000000 | 0 |
| 430 | 187 | 484 | 188 | 54 | 0 | #000000 | #000000 | 0 |
| 484 | 187 | 538 | 188 | 54 | 0 | #000000 | #000000 | 0 |
| 538 | 187 | 539 | 188 | 1 | 0 | #000000 | #000000 | 0 |
| 327 | 188 | 328 | 210 | 0 | 22 | #000000 | #000000 | 0 |
| 538 | 188 | 539 | 210 | 0 | 22 | #000000 | #000000 | 0 |
| 327 | 210 | 376 | 210 | 49 | 0 | #000000 | #000000 | 0 |
| 376 | 210 | 430 | 210 | 54 | 0 | #000000 | #000000 | 0 |
| 430 | 210 | 484 | 210 | 54 | 0 | #000000 | #000000 | 0 |
| 484 | 210 | 538 | 210 | 54 | 0 | #000000 | #000000 | 0 |
| 538 | 210 | 539 | 210 | 1 | 0 | #000000 | #000000 | 0 |
| 327 | 210 | 328 | 246 | 0 | 35 | #000000 | #000000 | 0 |
| 397 | 210 | 398 | 246 | 0 | 35 | #000000 | #000000 | 0 |
| 468 | 210 | 468 | 246 | 0 | 35 | #000000 | #000000 | 0 |
| 538 | 210 | 539 | 246 | 0 | 35 | #000000 | #000000 | 0 |
| 333 | 231 | 376 | 231 | 44 | 0 | #000000 | #000000 | 0 |
| 376 | 231 | 392 | 231 | 15 | 0 | #000000 | #000000 | 0 |
| 403 | 231 | 430 | 231 | 27 | 0 | #000000 | #000000 | 0 |
| 430 | 231 | 463 | 231 | 33 | 0 | #000000 | #000000 | 0 |
| 327 | 245 | 376 | 246 | 49 | 0 | #000000 | #000000 | 0 |
| 376 | 245 | 397 | 246 | 21 | 0 | #000000 | #000000 | 0 |
| 398 | 245 | 430 | 246 | 33 | 0 | #000000 | #000000 | 0 |
| 430 | 245 | 468 | 246 | 38 | 0 | #000000 | #000000 | 0 |
| 468 | 245 | 484 | 246 | 15 | 0 | #000000 | #000000 | 0 |
| 484 | 245 | 538 | 246 | 54 | 0 | #000000 | #000000 | 0 |
| 538 | 245 | 538 | 246 | 1 | 0 | #000000 | #000000 | 0 |
| 538 | 245 | 539 | 246 | 0 | 0 | #000000 | #000000 | 0 |
| 591 | 638 | 594 | 639 | 3 | 0 | #000000 | #000000 | 0 |
| 594 | 638 | 594 | 820 | 0 | 182 | #000000 | #000000 | 0 |
| 7 | 638 | 7 | 639 | 0 | 0 | #000000 | #000000 | 0 |
| 7 | 638 | 54 | 639 | 47 | 0 | #000000 | #000000 | 0 |
| 54 | 638 | 108 | 639 | 54 | 0 | #000000 | #000000 | 0 |
| 108 | 638 | 161 | 639 | 54 | 0 | #000000 | #000000 | 0 |
| 161 | 638 | 215 | 639 | 54 | 0 | #000000 | #000000 | 0 |
| 215 | 638 | 269 | 639 | 54 | 0 | #000000 | #000000 | 0 |
| 269 | 638 | 323 | 639 | 54 | 0 | #000000 | #000000 | 0 |
| 376 | 638 | 430 | 639 | 54 | 0 | #000000 | #000000 | 0 |
| 430 | 638 | 484 | 639 | 54 | 0 | #000000 | #000000 | 0 |
| 484 | 638 | 538 | 639 | 54 | 0 | #000000 | #000000 | 0 |
| 538 | 638 | 591 | 639 | 54 | 0 | #000000 | #000000 | 0 |
| 591 | 639 | 594 | 820 | 2 | 181 | #000000 | #000000 | 0 |
| 7 | 639 | 7 | 820 | 0 | 181 | #000000 | #000000 | 0 |
| 263 | 639 | 264 | 820 | 0 | 181 | #000000 | #000000 | 0 |
| 264 | 639 | 269 | 820 | 5 | 181 | #000000 | #000000 | 0 |
| 269 | 639 | 323 | 820 | 54 | 181 | #000000 | #000000 | 0 |
| 269 | 639 | 323 | 648 | 53 | 9 | #000000 | #000000 | 0 |
| 376 | 639 | 430 | 676 | 54 | 37 | #000000 | #000000 | 0 |
| 430 | 639 | 484 | 676 | 54 | 37 | #000000 | #000000 | 0 |
| 484 | 639 | 538 | 676 | 54 | 37 | #000000 | #000000 | 0 |
| 538 | 639 | 591 | 820 | 54 | 181 | #000000 | #000000 | 0 |
| 538 | 639 | 589 | 676 | 51 | 37 | #000000 | #000000 | 0 |
| 269 | 648 | 323 | 657 | 53 | 9 | #000000 | #000000 | 0 |
| 305 | 656 | 323 | 657 | 17 | 1 | #000000 | #000000 | 0 |
| 269 | 657 | 323 | 666 | 53 | 9 | #000000 | #000000 | 0 |
| 269 | 666 | 323 | 676 | 53 | 10 | #000000 | #000000 | 0 |
| 269 | 676 | 323 | 686 | 53 | 10 | #000000 | #000000 | 0 |
| 376 | 676 | 430 | 686 | 54 | 10 | #000000 | #000000 | 0 |
| 430 | 676 | 484 | 686 | 54 | 10 | #000000 | #000000 | 0 |
| 484 | 676 | 538 | 696 | 54 | 20 | #000000 | #000000 | 0 |
| 538 | 676 | 589 | 696 | 51 | 20 | #000000 | #000000 | 0 |
| 269 | 686 | 323 | 696 | 53 | 10 | #000000 | #000000 | 0 |
| 376 | 686 | 430 | 696 | 54 | 10 | #000000 | #000000 | 0 |
| 430 | 686 | 484 | 696 | 54 | 10 | #000000 | #000000 | 0 |
| 376 | 696 | 430 | 705 | 54 | 9 | #000000 | #000000 | 0 |
| 269 | 696 | 323 | 714 | 53 | 19 | #000000 | #000000 | 0 |
| 430 | 696 | 484 | 714 | 54 | 19 | #000000 | #000000 | 0 |
| 484 | 696 | 538 | 724 | 54 | 29 | #000000 | #000000 | 0 |
| 538 | 696 | 589 | 724 | 51 | 29 | #000000 | #000000 | 0 |
| 376 | 705 | 430 | 714 | 54 | 10 | #000000 | #000000 | 0 |
| 269 | 714 | 323 | 724 | 53 | 10 | #000000 | #000000 | 0 |
| 376 | 714 | 430 | 724 | 54 | 10 | #000000 | #000000 | 0 |
| 430 | 714 | 484 | 724 | 54 | 10 | #000000 | #000000 | 0 |
| 269 | 724 | 323 | 734 | 53 | 10 | #000000 | #000000 | 0 |
| 376 | 724 | 430 | 734 | 54 | 10 | #000000 | #000000 | 0 |
| 430 | 724 | 484 | 734 | 54 | 10 | #000000 | #000000 | 0 |
| 484 | 724 | 538 | 734 | 54 | 10 | #000000 | #000000 | 0 |
| 538 | 724 | 589 | 753 | 51 | 29 | #000000 | #000000 | 0 |
| 269 | 734 | 323 | 753 | 53 | 19 | #000000 | #000000 | 0 |
| 376 | 734 | 430 | 743 | 54 | 9 | #000000 | #000000 | 0 |
| 430 | 734 | 484 | 753 | 54 | 19 | #000000 | #000000 | 0 |
| 484 | 734 | 538 | 753 | 54 | 19 | #000000 | #000000 | 0 |
| 376 | 743 | 430 | 753 | 54 | 10 | #000000 | #000000 | 0 |
| 269 | 753 | 323 | 763 | 53 | 10 | #000000 | #000000 | 0 |
| 376 | 753 | 430 | 763 | 54 | 10 | #000000 | #000000 | 0 |
| 430 | 753 | 484 | 763 | 54 | 10 | #000000 | #000000 | 0 |
| 484 | 753 | 538 | 763 | 54 | 10 | #000000 | #000000 | 0 |
| 538 | 753 | 589 | 763 | 51 | 10 | #000000 | #000000 | 0 |
| 269 | 763 | 323 | 782 | 53 | 19 | #000000 | #000000 | 0 |
| 376 | 763 | 430 | 772 | 54 | 9 | #000000 | #000000 | 0 |
| 430 | 763 | 484 | 782 | 54 | 19 | #000000 | #000000 | 0 |
| 484 | 763 | 538 | 782 | 54 | 19 | #000000 | #000000 | 0 |
| 538 | 763 | 589 | 782 | 51 | 19 | #000000 | #000000 | 0 |
| 376 | 772 | 430 | 782 | 54 | 10 | #000000 | #000000 | 0 |
| 269 | 782 | 323 | 801 | 53 | 19 | #000000 | #000000 | 0 |
| 376 | 782 | 430 | 810 | 54 | 28 | #000000 | #000000 | 0 |
| 430 | 782 | 484 | 810 | 54 | 28 | #000000 | #000000 | 0 |
| 484 | 782 | 538 | 810 | 54 | 28 | #000000 | #000000 | 0 |
| 538 | 782 | 589 | 810 | 51 | 28 | #000000 | #000000 | 0 |
| 269 | 801 | 323 | 810 | 53 | 9 | #000000 | #000000 | 0 |
| 376 | 810 | 430 | 820 | 54 | 10 | #000000 | #000000 | 0 |
| 430 | 810 | 484 | 820 | 54 | 10 | #000000 | #000000 | 0 |
| 484 | 810 | 538 | 820 | 54 | 10 | #000000 | #000000 | 0 |
| 591 | 820 | 594 | 828 | 2 | 8 | #000000 | #000000 | 0 |
