## Collection Inspection (54348 elements)

### Word Elements

| text | x0 | top | x1 | bottom | font_family | font_variant | size | bold | italic | source | confidence | color |
|------|------|------|------|------|------|------|------|------|------|------|------|------|
| OFFICER | 71 | 55 | 77 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| DATE OF REPORTDATE OF FORCETIME OF FORCE | 98 | 55 | 137 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| PRECINCT | 155 | 55 | 162 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| CASE # | 185 | 55 | 190 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| SUBJECT PERSON | 212 | 55 | 225 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| SEXRACEETHNICITY | 243 | 55 | 259 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| SUBJECT CONDITION LEADING TO FORCE | 311 | 55 | 341 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| REASON FOR USE OF FORCE | 416 | 55 | 436 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| OFFICER ACTIVITY PRIOR TO FORCE | 474 | 55 | 500 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| SUBJECT WAS INJURED | 526 | 55 | 543 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| OFFICER INJURIES | 576 | 55 | 589 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| SUBJECT INJURIES | 632 | 55 | 645 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| MENTAL HEALTH INDICATORS | 704 | 55 | 726 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| FORCE OPTIONS ATTEMPTED | 802 | 55 | 824 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| EFFECTIVE FORCE OPTIONS | 895 | 55 | 915 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| TREATMENT RECEIVED OFFICER | 967 | 55 | 990 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| TREATMENT RECEIVED SUBJECT | 1031 | 55 | 1055 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
| SUPERVISOR NOTIFIEDSUPERVISOR AT SCENE | 1077 | 55 | 1113 | 57 | F1 | CIDFont | 2 | False | False | native | 1.00 | #000000 |
